Codigo,Descripcion,Unidad,Valor Unitario
005422,MASTIL ACERO 24M CAN 7A12,UND,15405000.0
005423,MASTIL ACER 25M CANAS 7A12,UND,17246000.0
005597,MASTIL ACERO 18M CAN 1A 6,UND,9497000.0
005773,MASTIL ACERO 16MCANAS 1A6,UND,8846000.0
005983,POSTE FIBRA VIDRIO 12X750K,UND,2400000.0
005984,POSTE FIBRA VIDRIO 12X510K,UND,2390000.0
005985,POSTE FIBRA VIDRIO 11X510K,UND,1995000.0
005986,POSTE FIBRA VIDRIO 9X510KG,UND,1508000.0
004400,FOTOCELDA DE CONTROL,UND,17000.0
004518,BASE PARA FOTOCELDA,UND,6800.0
004270,CONECTOR DE COBRE 8-4,UND,3618.0
004307,PARARRAYO TIPO FRANKLIN 5P,UND,113050.0
004436,CINTA BANDIT,UND,3500.0
004437,"""HEBILLAS BAN DIT 5/8""""""",UND,800.0
005605,SOPORTE PARA 2 REFLECTORES,UND,160000.0
005606,SOPORTE PARA 3 REFLECTORES,UND,190000.0
005607,SOPORTE PARA 4 REFLECTORES,UND,234000.0
4041,ALAMBRE COBRE THWN #12,ML,2118.0
4258,BANDA SENCILLA 6,UND,17850.0
4465,CONECTOR TIPO CUNA,UND,18000.0
4488,"""BRAZO GALVANIZAD 3/4""""X1.",UND,20950.0
4519,GRILLETES GALV 1 Y MEDIA P,UND,7370.0
6023,LUMINARIA 48 LED COMPLETA,UND,2371670.0
6024,LUMINARIA 80 LED COMPLETA,UND,2844100.0
4491,"""TUBO GALV. 1.1/2"""" X 3 MT",UND,44428.0
4492,PEDESTAL EN CONCRETO,UND,60449.0
6025,LUMIN DECORATIVA 32 LED CO,UND,2058700.0
6046,LUMINARIA 32 LED COMPLETA,UND,1681470.0
6047,LUMINARIA 16 LED COMPLETA,UND,1081710.0
6049,LUMINARIA 64 LED COMPLETA,ARR,2569210.0
6050,LUMINARIA 128 LED COMPLETA,UND,4700500.0
6125,LUMINARIA DECORATIVA 16 LE,UND,1626004.0
6139,BASE 7 PINES,UND,68663.0
6140,TORNILLO ANTIROBO,UND,49147.0
6127,LUMINARIA COLONIAL DECO 16,UND,1854020.0
6128,LUMINARIA COLONIAL DECO 32,UND,2156280.0
6129,REFLECTOR INDUSTRIAL 32 LE,UND,1690990.0
6130,REFLECTOR INDUSTRIAL 48 LE,UND,1904000.0
6132,REFLECTOR IND 80 O 320 LED,UND,2378810.0
6133,REFLECTOR 32 O 128 LED COM,UND,1774290.0
6134,REFLECTOR 48 O 192 LED COM,UND,2000000.0
6135,REFLECTOR 64 O 256 LED COM,UND,2227680.0
6136,REFLECTOR 80 O 320 LED COM,UND,2502570.0
6137,REFLECTOR 128 LED COMPLETO,UND,4566030.0
6138,REFLECTOR 180 LED COMPLETO,UND,5088440.0
001720,"""HIERRO .3/8"""" 37.000 [C",KLS,4000.0
002558,TABLA 1x05x300 OTOBO [1C],UND,7717.0
002554,TABLA 1x10x300 OTOBO [2C],UND,14217.0
004249,AISLADOR DE ESPIGO 15 KV,UND,20000.0
004254,BANDA COPA DOBLE 6-7 COMP,UND,23800.0
004262,CRUCETA MET.3x3x 1/4x2.4MT,UND,149000.0
004266,ESPIGO ACANAL EXTREMO POST,UND,30000.0
004292,"""TORN MAQUINA 5/8 X 2""""""",UND,2061.0
005592,ALAMBRE ALUMINIO # 4 AMARR,ML,380.0
005593,CORAZA PARA ACSR CON GRILL,UND,2500.0
005594,CINTA DE ALUMINIO P/ACSR,ML,1500.0
004251,"""ANGULAR EN V DE 18 X 48""""",UND,40000.0
004268,"""ESPIGO RECTO 8 X 7 X 1/2""",UND,10200.0
004267,PIN PECHIPALOMO CRUC METAL,UND,39000.0
004250,"""AISLADOR SUSPENSION 6"""" 1",UND,35000.0
004275,"""TORN PASANTE 5/8 X 12""""""",UND,5100.0
004276,"""TUERCA DE OJO 3/4"""" O 5/8",UND,10200.0
004503,GRAPATIPO PISTOLA AL 6-2/0,UND,23000.0
004501,"""ANGULAR BANDERA 8""""X 2.44",UND,58500.0
004263,CRUCETA MET.4x4x 3/8x4 MT,UND,221000.0
004274,PLATIN ACANA ARMAZON DOBLE,UND,42799.0
004502,AGARRADERA TIPO CLEVIS,UND,13200.0
004264,CRUCETA MET.4x4x 3/8x6 MT,UND,332360.0
004261,CRUCETA MET.3x3x 3/8X3 MT,UND,182300.0
004286,GUARDACABLE DE 3/8,ML,1300.0
004289,"""TUERCA HEXAGONAL 5/8""""-3/",UND,500.0
004283,ZAPATA CONCRETO 50X50X15CM,UND,40083.0
004287,"""PLATINA ANCLAJE 5X5 X 1/4",UND,6345.0
004288,ALAMBRE GALVANI #12 ENTICE,KLS,5960.0
004438,AISLADOR TENSOR 13200 VOLT,UND,14280.0
004440,VARILLA ANCLAJE 5/8 X 8',UND,40000.0
005548,"""CABLE ACERO 3/ 8""""""",ML,3900.0
004285,"""CABLE ACERO 1/ 4""""""",ML,2000.0
004291,RIEL ACERO 3MT CON ARGOLLA,UND,135000.0
004487,AMORTIGUADOR DE LINEA,UND,30740.0
004452,PERCHA SECUNDAR 1 PUESTO,UND,7200.0
004461,AISLADOR TIPO CARRETE 76MM,UND,4760.0
5592,ALAMBRE ALUMINIO # 4 AMARR,ML,380.0
004453,PERCHA SECUNDAR 2 PUESTOS,UND,16422.0
004466,GRAPA RETENCION RED TRENZA,UND,22600.0
004294,ZAPATA CONCRETO 40X40X15CM,UND,26000.0
004439,AISLADOR TENSOR 220 VOLTIO,UND,11900.0
004293,BISAG.SOPORT POST PIE AMIG,UND,82000.0
004295,POSTE CONCRETO 8 X 300 KG,UND,352200.0
000754,CINTA AISLANTE # 23,ROL,6000.0
5604,CONECTOR AMFRAU KZ3-95,UND,12800.0
005600,CONECTOR PERFOR P/ACOMETID,UND,19508.0
005602,CAJA DERIVACION 4 USUARIOS,UND,253792.0
005918,LLAVE PARA CAJA ACOMETIDAS,UND,54113.0
005601,CAJA DERIVACION 9 USUARIOS,UND,407187.0
MQ0111,PULIDORA CON PIEDRA O DISCO,DIA,26000.0
004572,CABLE CONTROL 7 X 12,ML,12194.0
004573,CONTADOR 2F 120/240V,UND,340000.0
004574,CONTADOR 1F 120V,UND,165000.0
004575,CONTADOR 3F 120/208V,UND,418000.0
004578,CONT ELECTR INTEG E ELEMEN,UND,3640000.0
004581,TRAFO CTE150-300/5 CL,UND,90000.0
004583,TRAFO CTE400-600/5 CL,UND,123165.0
000210,ARENA FINA,M3,60000.0
000646,CANDADO YALE 110-30,UND,34900.0
003331,CEMENTO GRIS,KLS,538.0
003507,LADR LIMPIO M12 24X6.5X12C,UND,500.0
004589,CAJA CONTADOR 1F POLICARBO,UND,35000.0
004591,CAJA CONTADOR 3F POLICARBO,UND,73000.0
004588,CAJA 60x40x20 CM TRAFO CTE,UND,129000.0
005513,CAJA HERMETICA INTERPERIE,UND,34800.0
005832,TRAFO CTE800/5 AMP,UND,108402.0
005446,AISLADOR LINE POST 25 KV,UND,41700.0
005447,ESPIGO PARA AISL LINE POST,UND,18000.0
005451,"""TORN MAQUINA 5/8 X 9""""""",UND,4100.0
005452,ARANDELA CUADRADA 4X4X1/4,UND,500.0
004255,"""BANDA COPA DOBLE 7""""""",UND,24800.0
005450,AISLADOR POLIMERICO 15 KV,UND,57820.0
005448,ESPIGO ACANALADO LINE POST,UND,35157.0
005449,SOPORTE AISL LINE POST PTA,UND,44451.0
005453,BASE ANGULAR P/ LINE POST,UND,47266.0
005599,AISLADOR LINE POST 35 KV,UND,150000.0
005598,AISLADOR POLIMERICO 35 KV,UND,62000.0
MQ0209,RETROEXCAVADORA DE ORUGA,HRS,166600.0
221,ACPM - DIESEL,GLN,8780.0
MQ0113,"MOTOBOMBA DE 3""",DIA,28560.0
005646,PLANO E IMPRESION,UND,10000.0
6008,INSUMOS COMPLEMENTARIOS,GLB,600.0
MQ0228,CAMPERO-CAMIONETA TRANSPORTE MATERIALES,DIA,250000.0
MQ0103,CARRETA TIPO BUGUI,DIA,3600.0
MQ0201,BULLDOZER D-6,HRS,145000.0
001679,BASE TRITURADA,M3,46300.0
214,AGUA,LTS,30.0
004666,CANTO RODADO (MAT.RIO),M3,28500.0
005608,SUB-BASE TRITURADA,M3,42683.0
005934,BASE TRITURADA NORTE,M3,52930.0
005933,SUB-BASE TRITURADA NORTE,M3,49980.0
000181,ANTISOL ROJO,KLS,18500.0
002482,SELLADOR ELASTICO POLIURET,UND,35800.0
005609,TIRILLA DE RESPAL ESPUM PO,ML,356.0
MOAG14,MANO OBRA ALBANILERIA4 AYUDANTE-1 OFI,HC,50742.0
MQ0117,REGLA VIBRATORIA DE 4MTS,DIA,32130.0
MQ0123,VIBRADOR A GASOLINA,DIA,30146.0
MQ0127,CORTADORA DE PAVIMENTO DE 4 A 7 CM,ML,5355.0
MQ0140,EQUIPO DE ACABADO SUPERFICIAL,DIA,22500.0
MQ0501,FORMALETA MET.PAVIMENTO 0.15X0.20X3MTS,DIA,1309.0
MQ0231,VEHICULO TRANSP CEMENTO,UND,5.0
MQ0232,VEHICULO TANSPORTE DE HIERRO,UND,4.0
181,ANTISOL ROJO,KLS,18500.0
2482,SELLADOR ELASTICO POLIURET,UND,35800.0
5609,TIRILLA DE RESPAL ESPUM PO,ML,356.0
6011,CONCRETO PREMEZCLADO MR 3,M3,392918.0
6012,CONCRETO PREMEZCLADO MR 42,M3,424072.0
6013,CONCRETO PREMEZCLADO MR 45,M3,459035.0
004665,CONCRETO ASFALTICO,M3,410000.0
MOAG15,MANO OBRA ALBANILERIA5 AYUDANTE-1 OFI,HC,59690.0
MQ0218,TERMINADORA DE ASFALTO,HRS,150000.0
MQ0219,COMPACTADOR DE LLANTA,HRS,75000.0
004669,EMULSION CATIONICA R1,GLN,5818.0
MOAG04,MANO OBRA ALBANILERIA4 AYUDANTE,HC,35794.0
MQ0220,CARROTANQUE-IRRIGADOR,HRS,104000.0
MQ0223,COMPRESOR,HRS,62500.0
MQ0215,CAMA BAJA > 50 KM,T/K,530.0
005932,CONCRETO ASFALTICO NORTE,M3,506872.0
MQ0230,CAMA BAJA DISTANCIA < 50 KM,T/K,940.0
1617,LISTON 1x4x300 OTOBO,UND,26333.0
6149,DESENCOFRANTE PARA FORMALE,CUN,192756.0
001508,SOLDADURA 6013 x 1/8,KLS,5876.0
178,ANTICORROSIVO R 310,LTS,11200.0
1616,LISTON 1x2x300 OTOBO,UND,13167.0
2297,PUNTILLA.3/4CC,LBS,2400.0
2556,TABLA 1x10x300 OTOBO,UND,13007.0
MQ0509,FORMALETA MET.SARDINEL TRAPEZOIDAL,DIA,1600.0
000180,ANTISOL BLANCO UNX20 KG.,KLS,5870.0
005478,GEODREN,ML,24800.0
MOAG13,MANO OBRA ALBANILERIA3 AYUDANTE-1 OIF,HC,41793.0
MQ0159,MINI-EXCAVADORA,HRS,45000.0
002292,PUNTILLA 1CC,LBS,4000.0
MOAG06,MANO OBRA OFICIAL ALBANILERIA,HRS,8962.0
000218,ASFALTO 190,KLS,2216.0
MQ0106,COMPRESOR DE UN MARTILLO,HRS,50560.0
MQ0237,CILINDRO COMPACTADOR 2 TONELADAS,HRS,45000.0
MQ0213,FRESADORA-ASFALTO,HRS,265000.0
4666,CANTO RODADO (MAT.RIO),M3,28500.0
MQ0336,EQUIPO Y HERRAMIENTA MENOR,GLB,1600.0
003577,DISOLVENTE TIPO TRAFICO,GLN,22000.0
003676,PINTURA DEMARCACION,GLN,80000.0
6015,ESFERAS REFLECTIVAS,KLS,14780.0
MOPI01,MANO OBRA PINTURA1 AYUDANTE-1 OFI,HC,25391.0
MQ0208,MAQUINA APLICADORA DE PINTURA,DIA,75000.0
6033,POSTE ANG DE2X 2 1 4 DE 3,U/D,135792.0
6034,TABLERO LAM.GALV.DE 60X60,ARR,100000.0
003578,PEGANTE EPOXICO,KLS,7000.0
003596,TACHA REFLECTIVA,UND,8900.0
6035,TABLERO LAM GALV 75X75 CM,UND,120000.0
003584,"""CUARTON 2""""x4""""x300""",ML,3200.0
003688,CINTA PVC JUNTA V-10,ML,13370.0
1365,GUADUA[TACO] 2.50-3M,UND,10500.0
3688,CINTA PVC JUNTA V-10,ML,13370.0
003572,ANGULO 2x 1/ 4,UND,82946.0
MQ0118,SOLDADOR,DIA,47600.0
002458,SEGUETA SIN MARCO,UND,5950.0
003168,"""VARETA 1""""x1""""x3M OTOBO""",UND,3409.0
005303,FORMALETA PARA ENTREPISO,M2,3765.0
002201,BOLSACRETO 1101-120X240M,UND,19500.0
000149,ALAMBRE GALVANIZADO # 10,KLS,5300.0
001837,GAVIONES 2X1X1 CAL.12,UND,68400.0
002074,PIEDRA RIO SONGA MANO D=20,M3,47300.0
002291,PUNTILLA 2.1/2CC,LBS,3900.0
004675,GAVIONES 2X1X1 CAL=13,UND,49600.0
003598,ALQUILER DE BODEGA,MES,130000.0
000299,"""BISAGRA 3x2""""COBRI",UND,4600.0
001322,GANCHO P/TEJA ASB. MADERA,UND,466.0
003579,TEJA ONDULIT #6,UND,24800.0
003597,PORTACANDADO,UND,9500.0
MQ0227,VOLQUETA TRANSPORTE MAT.PETREOS 1-10KMS,M3,7000.0
003582,ALAMBRE DE PUAS #12.5,KLS,5650.0
000292,ESTERILLA GUADUA L=4MTS,UND,5000.0
002881,TORN P/MAD 1x 6,UND,44.0
003583,TEJA GALVANIZ.TRAPEZOIDAL,UND,58671.0
002298,PUNTILLA 4CC,LBS,3500.0
003599,SERVICIO DE AGUA,MES,70000.0
003629,SERVICIO DE ENERGIA,MES,80000.0
003891,MINERAL ROJO,KLS,12200.0
001366,TAPON GALV.1/2,UND,1050.0
002595,"""TABLON 2""""X10""""X3M OTOBO""",UND,20862.0
005793,MALLA FIBRA TEJIDA H=2.10M,ML,3150.0
001616,LISTON 1x2x300 OTOBO,UND,13167.0
000294,LISTON 2x2x300 AMARIL,UND,7200.0
002198,TELA FIBRA TEJIDA H=2.10M,ML,2100.0
000135,ALAMBRE GALVANIZADO # 8,KLS,4100.0
003273,PLASTICO TRANSPARENTE # 2,KLS,1200.0
MQ0601,ANDAMIO METALICO TUBULAR,U/D,1100.0
MQ0603,JUEGO DE RODACHINES PARA ANDAMIO,DIA,11900.0
MQ0605,CRUCETA ANDAMIO,DIA,100.0
111,ALAMBRE NEGRO# 18,KLS,5756.0
3273,PLASTICO TRANSPARENTE # 2,KLS,1200.0
MQ0147,TALADRO PERCUTOR HILTI-MAQUITA,DIA,50000.0
MQ0116,PULIDORA MANUAL ELECTRICA,DIA,27260.0
MQ0158,ROTOMARTILLO 8-10 JLS,DIA,45000.0
MOAA01,MANO OBRA ALB.ACABADOS 1 AYUDANTE-1 OFI,HC,26886.0
MQ0502,TACO METALICO EXTENSION DE 2.OM A 3.30MT,DIA,131.0
MQ0505,TIJERAS O DIAGONALES CORTAS O LARGAS,DIA,63.0
MQ0604,TABLONES DE 3 MTS,DIA,535.0
MOCT01,MANO OBRA CARP.TALLER1 AYUDANTE-1 OFI,HC,25391.0
MQ0401,OXICORTE (OXIGENO-ACETILENO),DIA,48500.0
4608,CINTA TEFLON 3-4 10 MTS,UND,7900.0
2595,"""TABLON 2""""X10""""X3M OTOBO""",UND,20862.0
005746,EQUINO TRANSPORTE CARGA,UND,928000.0
000219,ARENA MEDIANA,M3,60000.0
003328,GRAVA TRITURADA DE 3 OCTAV,M3,49000.0
MQ0139,VIBROCOMPACTADOR SALTARIN,DIA,40000.0
002789,TIERRA AMARILLA,M3,18000.0
006113,ESTOPA NYLON RECICLADA,UND,500.0
MOAG05,MANO OBRA ALBANILERIA 5 AYUDANTE,HC,44743.0
MOZZ08,JORNAL TECNICO,HH,17016.0
MQ0234,CAMION TRANSPORTE CARGA 1.0 - 5.0 TON,VJE,300000.0
000224,ARENA GRUESA,M3,60000.0
000687,CEMENTO GRIS PORTLAND,BTO,26500.0
001465,LADR SUCIO COMUN,UND,400.0
003030,TUBO SANIT PVC 2,ML,6736.0
003110,UNION SAN PVC 2,UND,1850.0
003031,"""TUBO SAN 3""""PVC""",ML,11580.0
003108,"""UNION SAN PVC 3""""""",UND,2700.0
003032,"""TUBO SAN 4""""PVC""",ML,21480.0
003033,"""TUBO SAN 6""""PVC""",ML,34540.0
001586,LIMPIADOR PVC 28GRMS,UND,2300.0
002506,"SOLDADURA CPVC ,1/ 4 GLN",UND,51950.0
003014,"""TUBO SAN 8""""PVC""",ML,46532.0
003010,"""TUBO SAN 18""""PVC-450M",ML,149324.0
003175,"""TUBO SAN 10""""PVC""",ML,109500.0
001352,GRAVILLA FINA,M3,31200.0
002994,"TUBO DRE 2,1/2 PVC CON FI",ML,12213.0
000194,"TUBO DRE 2,1/2 PVC SIN FI",ML,9430.0
000195,TUBO DRE 65 PVC CORRSF,ML,9430.0
002993,"""TUBO DRE 4""""PVC CON",ML,21230.0
000196,TUBO DRE 100 PVC CORRCF,ML,21234.0
000197,TUBO DRE 100 PVC CORRSF,ML,16250.0
000200,TUBO DRE 160 PVC CORRCF,ML,9725.0
000199,TUBO DRE 160 PVC CORRSF,ML,39960.0
000201,TUBO PVC 200 PVC CORRCF,ML,147826.0
005440,TAPON SAN PVC 6LIMPIEZA,UND,28900.0
000258,UNION NOVAFORT 110 MM,UND,9863.0
000251,UNION NOVAFORT 160 MM,UND,27312.0
000249,TAPON 65MM TUB DREN CORRU,UND,4042.0
000248,TAPON 100MM TUB DREN CORRU,UND,8948.0
000245,TAPON 160MM TUB DREN CORRU,UND,12061.0
000247,TAPON 200MM TUB DREN CORRU,UND,16598.0
000243,CODO SAN 90x 65MM DRENAJE,UND,8943.0
000252,UNION NOVAFORT 200 MM,UND,32248.0
000253,UNION NOVAFORT 250 MM,UND,88299.0
000254,UNION NOVAFORT 315 MM,UND,143235.0
000255,UNION NOVAFORT 400 MM,UND,263760.0
000256,UNION NOVAFORT 450 MM,UND,292228.0
000261,ADAP.PVC NOVA 4110mm,UND,12573.0
000262,ADAP.PVC NOVA 6160mm,UND,28581.0
000263,ADAP.PVC NOVA 8200mm,UND,43706.0
000264,TEE NOVAFORT 160 X 160 MM,UND,43706.0
000404,TEE NOVAFORT 200 X 160 MM,UND,109059.0
000405,YEE NOVAFORT 160 X 160 MM,UND,58568.0
000406,YEE NOVAFORT 200 X 160 MM,UND,112049.0
000407,CODO SAN 90x110MM NOVAFOR,UND,29500.0
000408,CODO SAN 90x160MM NOVAFOR,UND,64492.0
000409,CODO SAN 45x110MM NOVAFORT,UND,14831.0
000410,CODO SAN 45x160MM NOVAFORT,UND,34530.0
005484,"""UNION NOVALOC ASTM 24""""""",UND,165352.0
005485,"""UNION NOVALOC ASTM 27""""""",UND,205067.0
005487,"""UNION NOVALOC ASTM 33""""""",UND,303432.0
000529,SILLA TEE NOVAF 400x160MM,UND,145104.0
000530,SILLA TEE NOVAF 450x160MM,UND,167980.0
000531,SILLA TEE NOVAF 500x160MM,UND,269142.0
000234,SILLA TEE NOVAF 250x160MM,UND,95885.0
000236,SILLA TEE NOVAF 315x160MM,UND,233205.0
000227,SILLA TEE NOVAF 200x160MM,UND,82670.0
000532,SILLA YEE NOVAF 400x110MM,UND,198752.0
000533,SILLA YEE NOVAF 400x160MM,UND,203104.0
000534,SILLA YEE NOVAF 450x160MM,UND,214380.0
000535,SILLA YEE NOVAF 500x160MM,UND,319113.0
000223,SILLA YEE NOVAF 315x160MM,UND,127779.0
000216,SILLA YEE NOVAF 200x160MM,UND,83305.0
000220,SILLA YEE NOVAF 250x160MM,UND,95869.0
005579,"""SILLA YEE 10x6"""" RIB LOC""",UND,44929.0
005580,"""SILLA YEE 12x6"""" RIB LOC""",UND,61253.0
005581,"""SILLA YEE 14x6"""" RIB LOC""",UND,68631.0
005576,"""SILLA YEE 6x4"""" RIB LOC""",UND,19021.0
005577,"""SILLA YEE 6x6"""" RIB LOC""",UND,20499.0
005578,"""SILLA YEE 8x6"""" RIB LOC""",UND,40662.0
000541,UNION NOVAFORT 500 MM,UND,311705.0
000203,GEOTEXTIL NO TEJ. REF 1600,M2,3050.0
000204,GEOTEXTIL TEJIDO,M2,3200.0
000178,ANTICORROSIVO R 310,LTS,11200.0
1391,"""HIERRO .1/2"""" 60.000 [12",UND,32200.0
3924,"""MANIJA HIERRO 1/2""""""",UND,1700.0
659,"ANGULO 1,1/4x 1/ 8",UND,31867.0
MQ0504,TABLERO O PLAQUETA DE 1.4MT X O.7MT,DIA,250.0
003170,"""VARETA 2""""x2""""x3M OTOBO""",UND,3200.0
005907,VENTONITA,KLS,432.0
MQ0229,PERFORADORA BARRENO,HRS,47600.0
2294,PUNTILLA 2CC,LBS,3900.0
2554,TABLA 1x10x300 OTOBO [2C],UND,14217.0
3170,"""VARETA 2""""x2""""x3M OTOBO""",UND,3200.0
MQ0235,MIXER MEZCLADORA CONCRETO 6M3,M3,80000.0
000916,CONCRETO -BOMBEADO,M3,40500.0
001823,MALLA ELEC.H-0.50/UO50,KLS,5000.0
005305,MALLA ELEC.M-0.84 / DO84,KLS,5000.0
005307,MALLA ELEC.E-0.50/DO50,KLS,5000.0
005306,MALLA ELEC.H-1.31/U131,KLS,5000.0
001778,"""HIERRO ESCALERILLA 1/4""""""",UND,4000.0
001031,SEPAROL DESFORMALETEANTE,KLS,20950.0
001032,PLASTIFICANTE ALTO RANG UN,KLS,6000.0
1046,"""CUARTON 2""""x4""""x300 OTOBO",UND,15500.0
1496,LAM.TRIPLEX5 MM.,UND,45900.0
000221,ACPM - DIESEL,GLN,8780.0
000792,"CLAVO AC LISO 1,1/2",LBS,6200.0
000793,"CLAVO AC LISO 2,1/2",LBS,455.0
002324,LOSA PREFABRICADA H=10CM,M2,28758.0
MQ0503,CERCHA METALICA DE 3MTS,DIA,119.0
003351,CINTA MALLA F VIDRIO 60MM,UND,10750.0
004629,TORN PAMPH 1x 8,UND,107.0
1576,LIJA 240MADE,PLI,1500.0
3351,CINTA MALLA F VIDRIO 60MM,UND,10750.0
3644,"""CINTA SELLO 2""""(PANEL-YES",ROL,18901.0
3976,PLACA BOARD 20MM,UND,152700.0
4629,TORN PAMPH 1x 8,UND,107.0
5808,MASILLA JUNTA INVIS.BOARD,CUN,174900.0
MOPA01,MANO OBRA PANELERIA 1 OFICIAL-1AYUDANTE,HC,23896.0
000969,ENTREPISOVH:11 BH:20,M2,33362.0
000972,ENTREPISOVH:11 BH:32,M2,41660.0
000973,ENTREPISOVH:11 BH:37,M2,45852.0
000971,ENTREPISOVH:11 BH:25,M2,37292.0
006173,PLASTICO NEGRO CAL 600 A,KLS,2844.0
000888,ESMALTE PINTUCOAT,GLN,149950.0
003573,PINTURA ANTICORROSIVA,GLN,39900.0
005376,ACERO ESTRUCT. ASTM A-36,KLS,2800.0
MQ0133,PLUMA GRUA 500 KILOS,DIA,35700.0
MQ0154,EQUIPO SANDBLASTING-GRANALLADORA ARENA,HRS,66640.0
002098,"""LAM.METLADECK 2""""C.2",M2,41000.0
005501,CONECTOR LOSA STEEL DECK,UND,1100.0
002099,"""LAM.METALDECK 2"""" C.2",M2,33700.0
002100,"""LAM.METALDECK 2"""" C.1",M2,53800.0
002104,"""LAM.METALDECK 2"""" C.1",M2,67300.0
002105,"""LAM.METALDECK 3"""" C.2",M2,36500.0
002106,"""LAM.METALDECK 3"""" C.2",M2,43900.0
002110,"""LAM.METALDECK 3""""C.1",M2,72800.0
002079,"""BROCA TUGSTENO 1""""-50",UND,397200.0
002076,"""BROCA TUGSTENO ,1/2""""-30",UND,22000.0
002068,"""BROCA TUGSTENO ,5/8""""-50",UND,298450.0
002077,"""BROCA TUGSTENO ,3/4""""-50",UND,72380.0
002078,"""BROCA TUGSTENO ,7/8""""-45",UND,297450.0
2078,"""BROCA TUGSTENO ,7/8""""-45",UND,297450.0
6018,BROCA DIMANTADA 7,UND,900000.0
001217,ADHESIVO ANCLAJES ESTRUCTU,UND,89357.0
001724,"""HIERRO .3/4"""" 60.000 [6",KLS,3863.0
001394,"""HIERRO .5/8"""" 60.000 [12",KLS,4000.0
001396,"""HIERRO .7/8"""" 60.000 [6",KLS,4000.0
002082,"""BROCA TUGSTENO 1,1/4""""-50",UND,397200.0
001725,"""HIERRO 1""""60.000 [6",KLS,4000.0
002084,"""BROCA TUGSTENO 1,1/2""""""",UND,397200.0
MQ0506,VIGA CELOSIA DE 3MTS,DIA,1050.0
001496,LAM.TRIPLEX5 MM.,UND,45900.0
000087,ACEITE QUEMADO,GLN,763.0
001036,LAM.ICOPOR 2CM,UND,15250.0
000908,CONCRETO 3100 PSI PREMEZC,M3,335000.0
002000,LAM.ICOPOR 5CM,UND,22550.0
004680,PLASTIFICANTE IMPERMEABILI,KLS,16430.0
002032,PERFIL IPE-360x170x12M,UND,4179720.0
002787,DISOLVENTE,GLN,45000.0
003349,ANTICORROSIVO ROJO,GLN,43500.0
004755,"""SOLDADURA 7018 x 1/8""""""",KLS,11268.0
MOCT02,MANO OBRA CARP.TALLER2 AYUDANTE-1 OFI,HRS,41833.0
002031,PERFIL IPE-300x150x12M,UND,3089040.0
002097,PERFIL IPE-240x120x12M,UND,2247240.0
001843,PERFIL IPE ESTRUCTURA,KLS,6100.0
003927,ANTICORROSIVO PHCL,GLN,39500.0
002010,TUBO ESTRUC. 76x2.0MMx 38,UND,63900.0
002011,TUBO ESTRUC. 100x6.3MMx100,UND,378492.0
005905,TUBO ESTRUC. 141x3.4MM,UND,459330.0
005906,TUBO ESTRUC. 127x2.3MM,UND,367530.0
2787,DISOLVENTE,GLN,45000.0
3349,ANTICORROSIVO ROJO,GLN,43500.0
3569,"""SOLDADURA 6011 x 1/8""""""",KLS,11996.0
6143,TUBO ESTRUC. 76X38X1.0MM,UND,46000.0
003502,BLOQUE CONCR.VIGA 12x39x19,UND,3380.0
005387,BLOQUE CONCR.VIGA 14x39x19,UND,3800.0
003504,BLOQUE CONCRETO N 14x19x39,UND,3570.0
003769,BLOQUE CONCRETO M 14x19x19,UND,2025.0
003770,BLOQUE CONCRETO T 14x19x39,UND,3749.0
003503,BLOQUE PIEDRA 14X19X39,UND,2850.0
003771,BLOQUE CONCRETO M 14x19x19,UND,2190.0
003772,BLOQUE CONCRETO T 14x19x39,UND,3784.0
003994,BLOQUE CONCRETO N 10x19x39,UND,2354.0
003995,BLOQUE CONCRETO M 10x19x19,UND,2060.0
003996,BLOQUE CONCRETO T 10x19x39,UND,2589.0
000977,BLOQUE CONCRETO N 12x19x39,UND,2522.0
003875,BLOQUE CONCRETO T 12x19x39,UND,2775.0
003997,BLOQUE CONCRETO M 12x19x19,UND,1513.0
001769,BLOQUE CONCRETO N 14x19x39,UND,2946.0
003876,BLOQUE CONCRETO M 14x19x19,UND,1768.0
003877,BLOQUE CONCRETO T 14x19x39,UND,3241.0
001773,BLOQUE CONCRETO N 19x19x39,UND,3642.0
003878,BLOQUE CONCRETO M 19x19x19,UND,2400.0
003879,BLOQUE CONCRETO T 19x19x39,UND,4006.0
003506,CALADO CEMENTO20x20x12,UND,2450.0
000683,BLOQUE CONCRETO KEYSTONE,UND,18298.0
000827,PIN FIBRA VIDRIO-KEYSTONE,UND,2836.0
000686,BLOQUE CONCRETO KEYSTONE,UND,9333.0
000794,MALLA FIBRA VIDRIO TT-060,M2,15150.0
000795,MALLA FIBRA VIDRIO TT-090,M2,22321.0
001455,LADR CONCRETO #12,UND,455.0
003829,CAL HIDRATADA,KLS,900.0
001456,LADR CONCRETO #10 LISO,UND,550.0
001495,LAM.TRIPLEX3.2MM,UND,28900.0
001598,LLAVE JARDINERA CROMO LIVI,UND,26450.0
002102,PIRAGUA ALUM. NATURAL,UND,7500.0
002470,ADITIVO LIQUIDO IMPERMEABI,KLS,13975.0
003517,CERAMICA20.5 X 20.5,M2,22187.0
003827,"""REGILLA PISO2""""",UND,4200.0
003508,BLOQUE CERAMICO12X21X29,UND,1610.0
