Codigo,Descripcion,Unidad,Valor Unitario
003828,BLOQUE CERAMICO10x12x29,UND,810.0
000603,CALADO GRES ROJO 20x20x12,UND,1865.0
001183,LADR SUCIO8x12x24,UND,290.0
001608,LADR SUCIO7x13x26,UND,330.0
002123,BLOQUE GRESS ESTR 29x12x10,UND,900.0
004610,DILATAC.MADERA,ML,2376.0
001110,TABLON GRESS LISO25x20,M2,13400.0
003511,"ROMPEOLA ROJO 6,5X23",UND,2100.0
002603,TALICON,UND,600.0
000760,PIEDRA MUNECA,M2,106389.0
002080,PIEDRA MUÑECA GOTERO,ML,6500.0
2579,REPELENTE AGUA 10 AÑOS,GLN,42000.0
764,PEGACOR BLANCO,KLS,2697.0
003319,GRAVA TRITURADA DE MEDIA,M3,51322.0
002551,TABLA 1x05x300 AMARILL[1C],UND,12900.0
003520,ENDURECEDOR MASTERCROM MBT,KLS,1316.0
1821,MERULEX LFS [TRANSP] 3.5KG,GLN,101172.0
292,ESTERILLA GUADUA L=4MTS,UND,5000.0
3728,"""VIGA CHANUL 2x5"""" X3M""",UND,36000.0
003029,TUBO SAN 1.1/2 PVC,ML,4882.0
003034,TUBO VENT-LLV. PVC 1.1/2,ML,4800.0
003035,TUBO VENT-LLV. PVC 2,ML,9360.0
003052,TUBO VENT-LLV. PVC 3,ML,14980.0
003037,TUBO VENT-LLV. PVC 4,ML,10866.0
3033,"""TUBO SAN 6""""PVC""",ML,34540.0
003687,"""ABRAZ. SANITARIA PVC 3""""""",UND,12000.0
003686,"""ABRAZ. SANITARIA PVC 4""""""",UND,15000.0
000042,ADAP.PVC SANI 2LIMP,UND,6100.0
000041,ADAP.PVC SANI 3LIMP,UND,10500.0
000061,ADAP.PVC SANI 4LIMP,UND,18523.0
000894,CODO SAN PVC 2x45,UND,5040.0
000895,CODO SAN PVC 3x45,UND,7100.0
778,CODO SAN PVC 4x45,UND,11900.0
000810,CODO SAN PVC 3x45,UND,6680.0
000889,CODO SAN PVC 2x90,UND,2460.0
000885,CODO SAN PVC 4x90,UND,9840.0
001458,"""JUNTA EXPANSION PVC 3""""""",UND,31080.0
000478,BUJE SAN PVC 2x1.1/2 S,UND,2460.0
000474,BUJE SAN PVC 3x2 S,UND,4500.0
000471,BUJE SAN PVC 6x4 S,UND,20200.0
000472,BUJE SAN PVC 4x3 S,UND,8717.0
002465,SIFON SANI PVC 2-REGISTRO,UND,7000.0
002467,"""SIFON SANI PVC 3""""""",UND,8500.0
002468,"""SIFON SANI PVC 4""""""",UND,13500.0
002730,TEE SAN PVC 2DOB,UND,8800.0
002728,TEE SAN PVC 4DOB,UND,31140.0
003689,TRAMPA DE GRASAS,UND,102438.0
003115,UNION SAN PVC 4,UND,6500.0
003111,UNION SAN PVC 6,UND,22000.0
003251,YEE SAN PVC 2x3x2D-R,UND,19500.0
003245,YEE SAN PVC 3x4x3D-R,UND,29000.0
003252,YEE SAN PVC 4DOB,UND,33950.0
3260,YEE SAN PVC 4SEN,UND,20000.0
3259,YEE SAN PVC 6SEN,UND,97900.0
3258,YEE SAN PVC 3x2RED,UND,11900.0
3257,YEE SAN PVC 4x2RED,UND,17000.0
3255,YEE SAN PVC 6x4RED,UND,92900.0
000872,CODO SAN PVC 6x90,UND,87900.0
003259,YEE SAN PVC 6SEN,UND,97900.0
000959,CODO SAN PVC 3 CC,UND,5300.0
002220,"""ABRAZADERA GALV. 2""""""",UND,800.0
000829,CODO SAN PVC CC 6X45,UND,38200.0
000953,CODO SAN PVC CE 6X 45,UND,27000.0
000778,CODO SAN PVC 4x45,UND,11900.0
000884,CODO SAN PVC 3x90,UND,5840.0
000886,CODO SAN PVC 2x90,UND,2200.0
000473,BUJE SAN PVC 4x2S,UND,7616.0
2853,CODO SANITARIO6 X 90,UND,40000.0
953,CODO SAN PVC CE 6X 45,UND,27000.0
002738,TEE SAN PVC 4SEN,UND,12000.0
000615,POZO SEPTICO ETERNIT [C],UND,424748.0
000883,CODO SAN PVC 1.1/2x90,UND,1800.0
002722,TEE SAN PVC 1.1/2SEN,UND,4300.0
003246,WAIPE,KLS,6623.0
000891,CODO SAN PVC 3x90,UND,4100.0
000892,CODO SAN PVC 4x90,UND,10680.0
3032,"""TUBO SAN 4""""PVC""",ML,21480.0
892,CODO SAN PVC 4x90,UND,10680.0
2466,SIFON SANI PVC 2,UND,3250.0
3030,TUBO SANIT PVC 2,ML,6736.0
889,CODO SAN PVC 2x90,UND,2460.0
001646,TANQUE SEPTICO1000LT,UND,179800.0
001647,TANQUE SEPTICO TAPA 1000LT,UND,52000.0
001652,TANQUE SEPTICO250LT,UND,61000.0
001656,TANQUE SEPTICO TAPA 250LT,UND,23000.0
002739,TEE SAN PVC 3SEN,UND,5875.0
001657,FALSO FONDO TANQUE SEPTICO,UND,63800.0
004844,GRAVILLA RIO-GRAVA VJ 5M3,M3,36300.0
001673,SISTEMA SEPTICO 4.000 LT,UND,2550000.0
6167,TRAMPA GRASA 125 LITROS,UND,99800.0
MOIS10,MANO OBRA INSTAL.HIDR. 1 AYUDANTE-1 OFIC,HC,26138.0
000861,CODO PRS.1/2x45,UND,824.0
000870,CODO PRS.3/4x45,UND,1318.0
000856,CODO PRS 1x45,UND,2600.0
000859,CODO PRS 1.1/4x45,UND,4540.0
000865,CODO PRS 2x45,UND,10500.0
000867,CODO PRS 2.1/2x45,UND,34639.0
000868,CODO PRS 3x45,UND,32500.0
000881,CODO PRS 4x45,UND,84166.0
000862,CODO PRS.1/2x90,UND,500.0
000857,CODO PRS 1.1/4x90,UND,3200.0
000854,CODO PRS 1x90,UND,1600.0
000858,CODO PRS 1.1/2x90,UND,6000.0
000864,CODO PRS 2.1/2x90,UND,32298.0
000866,CODO PRS 2x90,UND,9200.0
000880,CODO PRS 3x90,UND,38900.0
000882,CODO PRS 4x90,UND,98870.0
003021,TUBO PRS 2RDE-21,ML,13600.0
003043,TUBO PRS 4RDE-21,ML,70616.0
003019,TUBO PRS 1RDE-21,ML,3700.0
003042,TUBO PRS 3RDE-21,ML,24908.0
003699,"""REDUC.PVC 2""""X1.1/2"""" RD-",UND,4936.0
003739,"""REDUCCION PVC 3""""X2"""" RD-",UND,23427.0
002709,TEE PRS PVC 1.1/2,UND,10268.0
002708,TEE PRS PVC 1.1/4,UND,7822.0
002707,TEE PRS PVC 1,UND,3030.0
002706,TEE PRS PVC .1/2,UND,918.0
002710,TEE PRS PVC 2,UND,16350.0
002712,TEE PRS PVC 3,UND,61690.0
002705,TEE PRS PVC .3/4,UND,1550.0
002713,TEE PRS PVC 4,UND,134620.0
002714,TEE PRS PVC .3/4x.1/2 RED,UND,1572.0
002715,TEE PRS PVC 1x.1/2 RED,UND,3010.0
002716,TEE PRS PVC 1x.3/4 RED,UND,3000.0
003093,UNION PRS PVC 1.1/2,UND,2874.0
003094,UNION PRS PVC 1.1/4,UND,2104.0
003092,UNION PRS PVC 1,UND,1148.0
003095,UNION PRS PVC.1/2,UND,446.0
000158,UNION PVC U-Z 2.1/2,UND,31871.0
000156,UNION PVC U-Z 2,UND,29151.0
003098,UNION PRS PVC 3,UND,23073.0
003099,UNION PRS PVC.3/4,UND,703.0
003100,UNION PRS PVC 4,UND,50119.0
005783,TAPON SAN PVC 2SOLDADO,UND,5110.0
000439,BUJE PRS PVC 2x1 S,UND,4178.0
000458,BUJE PRS PVC 1x.1/2 S,UND,922.0
000070,ADAP.M PRS PVC 1,UND,1300.0
001664,"""UNIVERSAL PVC 2"""" PRESION",UND,41028.0
2665,TAPON PRS PVC .1/2 S,UND,500.0
355,BUJE PRS PVC 4x3R,UND,26580.0
2711,TEE PRS PVC 2.1/2,UND,38872.0
1664,"""UNIVERSAL PVC 2"""" PRESION",UND,41028.0
1028,COLLAR DERIVACION 2X3-4,UND,8485.0
863,COLLAR DERIVACION 3X3-4,UND,16970.0
2721,COLLAR DERIVACION 2 1-2X3-,UND,12081.0
855,COLLAR DERIVACION 4X3-4,UND,20820.0
4462,TORN PASAN.5/8x 6,UND,5500.0
567,BRIDA LOCA PVC 2 1-2,UND,20800.0
568,BRIDA LOCA PVC 3,UND,21115.0
569,BRIDA LOCA PVC 4,ML,27850.0
001437,TIRO ANCLAJE ROJO,UND,1500.0
001438,NEUMATICO LLANTA USADO,UND,3000.0
001439,VARILLA ROSCADA 1-2 - 1ML,UND,8500.0
001833,ESMALTE SINTETICO MATE,GLS,59900.0
003930,"ANGULO 1,1/2x 1/ 8",UND,37100.0
001226,SHELADK CREMA SELLANTE,UND,8560.0
001441,SENSOR DE FLUJO AGUA,UND,696000.0
002350,SIAMESA 4X2 12X2 12,UND,952000.0
001299,TEE AC 2X 2RANURA,UND,19400.0
001411,CODO AC 90 X 2,UND,22900.0
001632,"""UNIVERSAL AC2""""""",UND,18328.0
003163,"""VAL ALIVIO-SEGURIDAD 2""""""",UND,88000.0
003742,"""VALVULA C.ELASTICO 2""""""",UND,256360.0
003038,TUBO PRS.1/2 RDE- 9,ML,4266.0
003023,TUBO PRS.3/4 RDE-11,ML,3780.0
003017,TUBO PRS 1RDE-13.5,ML,3800.0
003016,TUBO PRS 1.1/2 RDE-21,ML,8300.0
003024,TUBO PRS 1.1/4 RDE-21,ML,7000.0
003022,TUBO PRS 2.1/2 RDE-21,ML,16695.0
2501,"SOLDADURA PVC ,1/ 8 GLN",UND,35500.0
003754,TUBO PRS 2.1/2 RDE 26 UZ,ML,9250.0
003732,TUBO PRS 3RDE-21 UZ,ML,16530.0
002932,TUBO PRS 4RDE-21 UZ,ML,26284.0
3043,TUBO PRS 4RDE-21,ML,70616.0
002987,"""TUBO CPVC 1/2""""RDE-11""",ML,3263.0
002988,"""TUBO CPVC 3/4""""RDE-11""",ML,4840.0
000075,ADAP.M PRS PVC 3,UND,21000.0
003761,"""VAL.CHEQ.VERTI.3"""" BRONCE",UND,374900.0
003760,"""VAL.CHEQ.HORIZ.3""""""",UND,501900.0
003680,"""VALVULA ALIVIO ,1/2""""""",UND,18621.0
000068,ADAP.M PRS PVC .1/2,UND,320.0
003136,"VALV.CHEQ.HORIZ. ,1/2",UND,26900.0
000072,ADAP.M PRS PVC 1.1/2,UND,4500.0
003146,"""VALV.CHEQ.HORIZ. 1,1/2""""""",UND,137900.0
003681,"""VALV.CHEQ.HORIZ. 2""""""",UND,218200.0
003740,"""VALVULA C.ELASTICO 1""""""",UND,40250.0
003741,"""VALVULA C.ELASTICO .1/2""",UND,24300.0
003059,UNION REP 2UZ,UND,17253.0
000069,ADAP.M PRS PVC .3/4,UND,600.0
003744,"""VALVULA C.METALICO 1""""""",UND,22010.0
003745,"""VALVULA C.METALICO .1/2""",UND,25000.0
003746,"""VALVULA C.METALICO 2""""""",UND,256000.0
000153,UNION REP 3UZ,UND,46137.0
003747,"""VALVULA C.METALICO 3""""""",UND,614000.0
003748,"""VALVULA C.METALICO .3/4""",UND,17663.0
003117,UNION REP 4GRUZ,UND,5684.0
003749,"""VALVULA C.METALICO 4""""""",UND,1440600.0
003750,"""VALVULA C.RAPIDO1""""""",UND,26650.0
003751,"""VALVULA C.RAPIDO.1/2""",UND,18144.0
003752,"""VALVULA C.RAPIDO2""""""",UND,63400.0
003753,"""VALVULA C.RAPIDO.3/4""",UND,21296.0
003152,"""VAL FLOTADOR2""""""",UND,167503.0
000107,"""VALVULA PIE BR. (AA) D=2""",UND,280336.0
003757,"""VALVULA REGULACION 1/2""""""",UND,18900.0
003758,"""VAL PASO RXR 4"""" BRONCE""",UND,488947.0
001642,"""VALVULA ANGULAR 2,1/2""""""",UND,350000.0
001633,"""VALVULA ALIVIO 1,1/2""""""",UND,295600.0
001634,"""VALVULA VENTOSA 2"""" DOBLE",UND,106200.0
005876,UNION REP 2,UND,4400.0
005881,"""VALVULA HF 2"""" S.E. EXT L",UND,365400.0
005877,UNION REP 3,UND,15862.0
005882,"""VALVULA HF 3"""" S.E.EXT.L.",UND,487200.0
005875,UNION REP 4,UND,47747.0
005883,"""VALVULA HF 4"""" S.E.EXT.L""",UND,646120.0
005880,VALVULA COMP D 2 PULG RW O,UND,140128.0
003844,VALVULA CORTINA .1/2 250P,UND,29900.0
000053,ADAP.H PRS PVC .3/4,UND,664.0
004826,VALVULA CORTINA.3/4,UND,38100.0
5995,ELECTROVALVULA 3-220V,UND,520000.0
589,VALVULA CHEQUE 4,UND,1502000.0
1434,VALVULA 2.1 2 CORTINA RW,UND,443900.0
5894,FILTRO BRONCE EN Y 4,UND,1110500.0
003353,LIMPIADOR PVC 112GRMS,UND,8300.0
3024,TUBO PRS 1.1/4 RDE-21,ML,7000.0
6117,VALVULA CIERRE METALICO 1.,UND,212000.0
3016,TUBO PRS 1.1/2 RDE-21,ML,8300.0
6116,VALVULA CIERRE METALICO 1.,UND,224000.0
002672,TAPON PRS PVC .1/2R,UND,500.0
001254,FLOTADOR 1TANQUE,UND,78841.0
003763,"""MANGUERA PLAST.3/4"""" AGUA",ML,2532.0
003764,MANIJA LLAVE DE PASO,UND,3351.0
003181,"""MEDIDOR AGUA 1/2""""VEL U-1",UND,74986.0
005476,"""MEDIDOR AGUA VOLU JSM 1/2",UND,81085.0
000592,CAJA MEDIDOR CONCRETO+TAPA,UND,22000.0
001938,NIPLE GALV .1/2x 10CM,UND,3290.0
005805,"""MEDIDOR 1/2""""VELO CHORR U",UND,45634.0
005896,"""MEDIDOR 3/4""""VELOCIDAD""",UND,280999.0
002227,"""ABRAZADERA GALV. .1/2""""""",UND,1500.0
002226,"""ABRAZADERA GALV. .3/4""""""",UND,555.0
002223,"""ABRAZADERA GALV. 1""""""",UND,552.0
002222,"""ABRAZADERA GALV. 1.1/4""""""",UND,552.0
002221,"""ABRAZADERA GALV. 1.1/2""""""",UND,752.0
001160,TUERCA GALVANIZADA 1 -2,UND,717.0
000828,CODO GALV.1/2x90,UND,1500.0
001936,NIPLE GALV .1/2x 5CM,UND,3890.0
003020,TUBO PRS.1/2 RDE-13.5,ML,3051.0
002662,TAPON PRS PVC .3/4R,UND,920.0
003018,TUBO PRS.3/4 RDE-21,ML,2500.0
002673,TAPON PRS PVC 1R,UND,1300.0
002657,TAPON GALV.3/4,UND,1400.0
002691,TEE GALV.3/4,UND,4890.0
003088,UNION GALV.3/8,UND,1900.0
002684,TEE CU.1/2LISA,UND,1300.0
002892,SOLDADURA COBRE,KLS,8994.0
002991,TUBO COBRE.1/2[F],ML,8600.0
003076,UNION CU.1/2LISA,UND,649.0
000046,ADAP.M PRS CPVC .1/2,UND,1000.0
000050,ADAP.H PRS CPVC .1/2,UND,2300.0
000812,CODO CPVC.1/2x90,UND,1600.0
002650,TAPON PRS CPVC .1/2S,UND,1500.0
002681,"""TEE PRS CPVC .1/2""""""",UND,1498.0
1918,NIPLE GALV 1.1/2x 30CM,UND,5846.0
825,CODO GALV1.1/2x90,UND,6800.0
1588,LIMPIADOR PVC 760GRMS,UND,43125.0
2676,TAPON PRS PVC 1.1/2R,UND,258.0
3246,WAIPE,KLS,6623.0
004805,TUB A.INOX 1 12,ML,46400.0
005061,LAM.ACERO INOX C.18 304,UND,335200.0
005062,SOLDADURA ACERO INOXIDABLE,KLS,25343.0
MQ0148,ROSCADORA DE TUBERIA - TORNO,HRS,28500.0
004806,"""TUBO A.INOXID. 2.1/2""""""",ML,118200.0
004807,TUBO A INOX 4 CAL.40,ML,162400.0
000012,TANQUE PLASTICO500LT,UND,206700.0
003149,UNIVERSAL PRS PVC .1/2,UND,2600.0
3038,TUBO PRS.1/2 RDE- 9,ML,4266.0
3744,"""VALVULA C.METALICO 1""""""",UND,22010.0
3745,"""VALVULA C.METALICO .1/2""",UND,25000.0
002529,"SOLDADURA PVC ,1/ 16 GLN",UND,22200.0
003068,TUBO PRS 4RDE-32.5UM,ML,16669.0
003131,"""VAL BOLA1""""""",UND,18900.0
003133,"""VAL BOLA,1/2""",UND,7900.0
004809,TANQUE PLASTICO1000LT,UND,239900.0
004808,TANQUE PLASTICO2000LT,UND,446120.0
005463,TANQUE PLASTICO5000LT,UND,1740000.0
573,TANQUE PLASTICO AGUA 10000,UND,4250000.0
005680,"""TUBO GALV. ,1/2"""" AGUA""",UND,35090.0
000132,"""TUBO GALV. ,1/4""""""",ML,5000.0
000574,"""TUBO GALV. ,3/4""""""",UND,36000.0
000576,TUBO GALV. 1AGUA,UND,71630.0
000577,"""TUBO GALV. 1,1/2"""" AGUA""",UND,118900.0
000584,"""TUBO GALV. 1,1/4"""" AGUA""",UND,96860.0
003001,"TUBO GALV. 2,1/2 AGUA",UND,194880.0
000138,"""TUBO GALV. 2,1/4""""""",ML,23500.0
000141,"""TUBO GALV. 2,3/4""""""",ML,30000.0
000586,"""TUBO GALV. 3""""AGUA""",UND,228849.0
000270,"""TUBO GALV. 3,1/2""""""",ML,35594.0
000587,"""TUBO GALV. 4""""""",ML,38333.0
000285,"""TUBO GALV. 6""""""",UND,486150.0
000286,"""TUBO GALV. 8""""""",UND,612100.0
003000,"""TUBO GALV. 2""""AGUA""",UND,157180.0
002688,"""TEE GALV.1/2""""""",UND,2500.0
000250,"""TEE GALV.1/4""""""",UND,3000.0
002687,TEE GALV1.1/2 SEN,UND,6200.0
000123,"""TEE GALV1.1/4""""""",UND,5000.0
000124,"""TEE GALV1.3/4""""""",UND,6000.0
002689,TEE GALV2,UND,12600.0
002690,TEE GALV2.1/2,UND,25500.0
000125,"""TEE GALV2.1/4""""""",UND,27200.0
000126,TEE GALV3,UND,33681.0
000127,TEE GALV3 x2,UND,67000.0
002692,TEE GALV4,UND,61050.0
000128,TEE GALV4 x3,UND,70000.0
000129,"""TEE GALV6""""""",UND,106000.0
001918,NIPLE GALV 1.1/2x 30CM,UND,5846.0
001956,NIPLE GALV 2.1/2x 30CM,UND,11720.0
001919,NIPLE GALV .1/2x 11CM,UND,655.0
005059,BUSH GALV1.1/2X .1/2,UND,4059.0
000494,BUSH GALV2.1/2X2,UND,11950.0
000500,BUSH GALV4X2,UND,32970.0
000014,BUSHING GALV. 3X2,UND,17200.0
000259,"""UNION DRESSER 2""""""",UND,42920.0
003085,UNION GALV.3/4,UND,2800.0
003083,UNION GALV1,UND,2900.0
003084,UNION GALV1.1/2,UND,4350.0
003071,UNION GALV1.1/4,UND,3420.0
003086,UNION GALV2,UND,7920.0
000260,"""UNION GALV2.1/2""""""",UND,16114.0
003087,UNION GALV3,UND,23600.0
003089,UNION GALV4,UND,36906.0
000130,UNION GALV6,UND,128519.0
003120,UNIVERSAL GALV .1/2,UND,4300.0
003118,UNIVERSAL GALV 1,UND,17495.0
003119,UNIVERSAL GALV 1.1/2,UND,12800.0
003121,UNIVERSAL GALV 2.1/2,UND,40600.0
003124,UNIVERSAL GALV 4,UND,128800.0
003123,UNIVERSAL GALV .3/4,UND,5920.0
000029,UNIVERSAL GALV 3,UND,52988.0
003122,UNIVERSAL GALV 2,UND,23200.0
000122,TAPON GALV4,UND,25500.0
002653,TAPON GALV1,UND,1900.0
004482,TAPON GALV2.1/2,UND,9710.0
002656,TAPON GALV3,UND,16612.0
003316,TAPON GALV1.1/2,UND,3154.0
003337,TAPON GALV2,UND,5629.0
002654,TAPON GALV1.1/4,UND,2820.0
000833,CODO GALV.3/4x90,UND,2094.0
000542,CODO GALV1x45,UND,4200.0
000825,CODO GALV1.1/2x90,UND,6800.0
000826,CODO GALV1.1/4x90,UND,5000.0
000831,CODO GALV2x90,UND,12495.0
000830,CODO GALV2.1/2x90,UND,21182.0
000544,CODO GALV3x90,UND,34300.0
000835,CODO GALV4x90,UND,61760.0
000572,CODO GALV6x90,UND,256560.0
000824,CODO GALV1x90,UND,2100.0
000523,SELLO ANAEROBIO,KLS,420000.0
001235,"TUBO A.CARBON D=2,1/2",ML,97980.0
004762,"""TUBO A.CARBON D=2""""""",ML,29000.0
001237,"""TUBO A.CARBON D=1,1/2""""""",ML,22000.0
001426,UNION AC 4 DRESER,UND,165000.0
004744,TUBO PRS 3RDE- 9 UM,ML,52030.0
004745,TUBO PRS 4RDE- 9 UM,ML,84622.0
004746,TUBO PRS 3RDE-11 UM,ML,42280.0
004747,TUBO PRS 3RDE-13.5UM,ML,32619.0
004748,TUBO PRS 4RDE-11 EL,ML,70264.0
005416,TUBO PRS 4RDE-13.5UM,ML,96767.0
004749,TUBO PRS 6RDE-11 EL,ML,150575.0
004750,TUBO PRS 6RDE-13.5EU,ML,115181.0
004751,TUBO PRS 6RDE- 9 UM,ML,179631.0
004752,TUBO PRS 8RDE-11 EL,ML,254874.0
004753,TUBO PRS 8RDE- 9 EL,ML,304080.0
002934,TUBO PRS 10RDE-21 UZ,ML,127500.0
002920,TUBO PRS 10RDE-26 UZ,ML,117921.0
002821,TUBO PRS 10RDE-32.5UZ,ML,96664.0
002766,TUBO PRS 10RDE-41 UZ,ML,77354.0
002926,TUBO PRS 12RDE-41 UZ,ML,111789.0
002919,TUBO PRS 12RDE-26 UZ,ML,173142.0
002813,TUBO PRS 12RDE-32.5UZ,ML,141000.0
004742,TUBO PRS 2.1/2 RDE-21 UM,ML,11211.0
004743,TUBO PRS 2.1/2 RDE-26 UM,ML,8850.0
000113,TUBO PRS 2 RDE-21 UM,ML,14733.0
003025,TUBO PRS 2RDE-26 UM,ML,6300.0
000114,TUBO PRS 3RDE-21 UM,ML,25000.0
000115,TUBO PRS 3RDE-26 UM,ML,20833.0
003026,TUBO PRS 3RDE-32.5UM,ML,10750.0
000116,TUBO PRS 4RDE-26 UM,ML,34500.0
003028,TUBO PRS 4RDE-41 UM,ML,14410.0
003731,TUBO PRS 6RDE-21 UZ,ML,55210.0
000117,TUBO PRS 6RDE-26 UM,ML,74166.0
002905,TUBO PRS 6RDE-32.5UZ,ML,38500.0
002825,TUBO PRS 6RDE-41 UZ,ML,29500.0
002933,TUBO PRS 8RDE-21 UZ,ML,95800.0
002918,TUBO PRS 8RDE-26 UZ,ML,77500.0
002896,TUBO PRS 8RDE-32.5UZ,ML,63354.0
002800,TUBO PRS 8RDE-41 UZ,ML,50840.0
004759,TUBO PRS 10RDE-13.5UM,ML,302412.0
004760,TUBO PRS 12RDE-13.5UM,ML,437376.0
004761,TUBO PRS 8RDE-13.5UM,ML,198600.0
005116,TEE PVC UM 2.1/2x2x2.1/2,UND,43013.0
005115,TEE PVC UM 3x21/2x21/2,UND,56951.0
005114,TEE PVC UM 2.1/2x21/2x2,UND,33762.0
005113,TEE PVC UM 2.1/2x21/2x21/2,UND,37243.0
005112,"""TEE PVC UM 2.1/2x2x2""""",UND,37000.0
005111,"""TEE PVC UM 2x2x2""""""",UND,30008.0
005110,TEE PVC UM 3x2.1/2x3,UND,58430.0
005109,TEE PVC UM 3x2x2,UND,50556.0
005108,TEE PVC UM 3x2x2.1/2,UND,53767.0
005107,TEE PVC UM 3x2x3,UND,52554.0
005106,TEE PVC UM 3x3x2,UND,56177.0
005104,TEE PVC UM 4x4x2.1/2,UND,88000.0
005138,TEE PVC UM 4x4x2.1/2,UND,88000.0
005103,TEE PVC UM 4x2x3,UND,87179.0
005139,TEE PVC UM 4x2x4,UND,85160.0
005101,TEE PVC UM 4x3x2,UND,80179.0
005099,TEE PVC UM 4x3x3,UND,90852.0
005137,TEE PVC UM 4x3x4,UND,94937.0
005102,TEE PVC UM 4x4x2,UND,85168.0
005098,TEE PVC UM 4x4x3,UND,100578.0
005136,TEE PVC UM 4x4x4,UND,105100.0
005135,TEE PVC UM 3x3x2.1/2,UND,60541.0
005124,"""REDUCCION PVC U.M 2.1/2""""",UND,64351.0
005123,"""REDUCCION PVC U.M 3""""*2""""",UND,66207.0
005122,"""REDUCCION PVC U.M 3""""*21/",UND,83451.0
005121,"""REDUCCION PVC U.M 4""""*2""""",UND,92423.0
005120,"""REDUCCION PVC U.M 4""""*21/",UND,94678.0
005119,"""REDUCCION PVC U.M 4""""*3""""",UND,94678.0
000152,UNION REP 2.1/2UZ,UND,52349.0
005131,UNION REP 8RDE-13.5UM,UND,337476.0
005134,UNION REP 3RDE-13.5UM,UND,44100.0
005133,UNION REP 4RDE-13.5UM,UND,76783.0
005132,UNION REP 6RDE-13.5UM,UND,184865.0
5131,UNION REP 8RDE-13.5UM,UND,337476.0
003105,UNION REP 4UZ,UND,53467.0
000109,UNION REP 6RDE-21 UM,UND,118000.0
005030,ADAP.PVC-AC2,UND,3036.0
005031,ADAP.PVC-AC3,UND,5896.0
005032,ADAP.PVC-AC4,UND,9028.0
005033,ADAP.PVC-AC6,UND,71249.0
005034,ADAP.PVC-AC8,UND,138120.0
005035,CODO PRS 2x11.25 R21,UND,19090.0
005036,CODO PRS 2x22.5 R21,UND,16967.0
005037,CODO PRS 2x45R21,UND,18769.0
003733,CODO U-Z PVC 2x90?,UND,21711.0
005038,CODO PRS 3x11.25 R21,UND,30454.0
005039,CODO PRS 3x22.5 R21,UND,33413.0
005040,CODO PRS 3x45R21,UND,33962.0
003734,CODO U-Z PVC 3x90?,UND,46091.0
005042,CODO PRS 6x22.5 R21,UND,150519.0
005044,CODO PRS 6x90R21,UND,249993.0
005045,CODO PRS 8x22.5 R21,UND,316161.0
005046,CODO PRS 10x45R21,UND,864839.0
005047,CODO PRS 10x90R21,UND,1223726.0
005048,CODO PRS 3x11.25 R135,UND,40294.0
005050,CODO PRS 3x45R13,UND,53858.0
005051,CODO PRS 3x90R135,UND,72353.0
005052,CODO PRS 4x11.25 R135,UND,85311.0
005053,CODO PRS 4x22.5 R135,UND,90400.0
005054,CODO PRS 4x45R135,UND,109791.0
005055,CODO PRS 4x90R135,UND,148554.0
005056,CODO PRS 6x11.25 R135,UND,207714.0
005057,CODO PRS 6x22.5 R135,UND,192759.0
005096,CODO PRS 6x45R135,UND,296232.0
005097,CODO PRS 6x90R135,UND,233143.0
003737,CODO U-Z PVC 4x11,UND,53083.0
003736,CODO U-Z PVC 4x22,UND,55871.0
003735,CODO U-Z PVC 4x90,UND,88479.0
005129,CODO PRS 8x11.25 R21,UND,273475.0
005128,CODO PRS 8x45R21,UND,409246.0
005127,CODO PRS 8x90R21,UND,615979.0
003762,TUBO COBRE 1 4,ML,4580.0
002990,TUBO COBRE.3/4[M],ML,14900.0
002992,TUBO COBRE.3/8[F],ML,6400.0
002898,TUBO COBRE.1/2[K],ML,59600.0
005610,"""TUBO COBRE.1/2""""[",ML,11800.0
002685,"""TEE CU.3/4""""LI",UND,3000.0
002683,TEE CU1LISA,UND,9300.0
003077,UNION CU.3/4LISA,UND,1650.0
003075,UNION CU1LISA,UND,2450.0
004484,"""TAPON COBRE 1/2""""LI",UND,500.0
004485,TAPON COBRE .3/4LISO,UND,950.0
003630,TAPON COBRE 1LISO,UND,2500.0
000815,CODO CU.1/2X90,UND,780.0
000816,CODO CU.3/4X90,UND,1700.0
000819,CODO CU1X90,UND,4100.0
004483,SELLANTE FUERZA ALTA COBRE,UND,8000.0
005584,PE AD RDE 11 1 METRO DE RO,ML,8858.0
MQ0138,TERMOFUCIONADOR TUBERIA POLIVINILICA,DIA,195322.0
005585,"""TUBO PE2,1/2""""ALTA DEN",ML,12412.0
005586,"""TUBO PE3""""ALTA DEN",ML,17831.0
005587,"""TUBO PE4""""ALTA DEN",ML,26710.0
005588,"""TUBO PE6""""ALTA DEN",ML,55913.0
004005,CABLE COBRE THW #4,ML,18667.0
004004,CABLE COBRE THW #6,ML,12097.0
004003,CABLE COBRE THW #8,ML,7827.0
004002,CABLE COBRE THW # 10,ML,5277.0
004001,CABLE COBRE THW # 12,ML,3642.0
004000,CABLE COBRE THW # 14,ML,2554.0
004009,CABLE COBRE THW #3/0,ML,71271.0
004010,CABLE COBRE THW #4/0,ML,92610.0
004011,CABLE COBRE THW # 250 MCM,ML,101681.0
004012,CABLE COBRE THW # 300 MCM,ML,120767.0
004013,CABLE COBRE THW # 350 MCM,ML,141784.0
004014,CABLE COBRE THW # 400 MCM,ML,163506.0
