codigo,descripcion,unidad,total
24-02-01,DIV.ALUM.-ACRILICO 50% CORREDIZA R=4215,M2,169585.0
24-02-02,DIV.ALUM.ACRILICO 75% CORREDIZA R=4215,M2,162690.0
24-02-08,DIV.ANGEO FIBRA ALUMINIO LIVIANO [-X],M2,75132.0
24-02-09,DIV.ANGEO FIBRA ALUMINIO PESADO,M2,78064.0
24-02-11,DIV.ALUM.BOARD-VIDRIO 1C H=2.50M,ML,457946.0
24-02-12,DIV.ALUM.BOARD-VIDRIO 2C H=2.50M,ML,519190.0
24-03-04,DIV.METALICA BANO LAMINA GALVANIZA. C-22,M2,283070.0
24-03-05,DIV.METALICA BANO LAMINA COLD ROLL. C-22,M2,270248.0
24-03-06,DIV.METALICA BANO LAMINA COLD ROLL. C-20,M2,237617.0
24-03-07,DIV.METALICA BANO L.GALVIZADA C-20 [E],M2,309479.0
24-03-09,DIV.METALICA BANO L.ACERO INOX C.18,M2,614425.0
24-03-11,DIV.METALICA BANO LAM.COLD ROLL C.18 LL.,M2,260413.0
24-03-12,DIV.BANO A.INOX PARAL EXTREMO 36-46CM,UND,0.0
24-03-13,DIV.BANO A.INOX PARAL EXTREMO 16-34CM,UND,505042.0
24-03-14,DIV.BANO A.INOX PARAL EXTREMO 10-11CM,UND,396389.0
24-03-15,DIV.BANO A.INOX TABIQUE 1.17-1.37-H=1.60,UND,1346941.0
24-03-16,DIV.BANO A.INOX NAVE 57CM H=1.60M,UND,688295.0
24-03-17,DIV.BANO A.INOX PERFIL RECIBIDOR 30CM,UND,132394.0
24-03-18,DIV.BANO A.INOX ORINAL 96X46CM,UND,427961.0
24-04-02,MURO CARTERA SUPERBOARD 10 MM,ML,0.0
24-04-03,MURO CARTERA SUPERBOARD 14 MM,ML,39861.0
24-04-04,MURO CARTERA SUPERBOARD 8 MM,ML,29070.0
24-04-05,MURO 1-PANEL 13MM 1-PANEL 13MM RH,M2,65511.0
24-04-06,MURO 1-BOARD 10MM 1-PANEL 13MM RH,M2,79348.0
24-04-07,MURO 1-BOARD 10MM 1-PANEL 13MM,M2,71426.0
24-04-13,MURO 1-BOARD 14MM 1-CARA,M2,59269.0
24-04-14,MURO 1-BOARD 14MM 1-PANEL 13MM R,M2,85623.0
24-04-15,MURO 1-BOARD 14MM 1-BOARD 14MM,M2,120820.0
24-04-16,MURO 1-BOARD 8MM 1-CARA,M2,41633.0
24-04-18,MURO 1-BOARD 8MM 1-PANEL 13MM RH,M2,74668.0
24-04-19,MURO 1-BOARD 8MM 1-BOARD 8MM,M2,83427.0
24-04-26,MURO ENCHAPE 1-GYPLAC 13MM,M2,24743.0
24-04-31,MURO 1-BOARD 10MM 1-BOARD 10MM,M2,94734.0
24-04-33,ESTRUC.MURO PANEL [CANAL-PARAL] 60MM C26,M2,22473.0
24-04-34,ESTRUC.MURO PANEL [CANAL-PARAL] 90MM C26,M2,23035.0
24-04-35,ESTRUC.MURO PANEL [CANAL-PARAL] 93MM C24,M2,28312.0
24-04-36,ESTRUC.MURO BOARD [CANAL-PARAL] 63MM C20,M2,35521.0
24-04-37,ESTRUC.MURO BOARD [CANAL-PARAL] 89MM C20,M2,28662.0
24-04-38,ESTRUC.MURO BOARD [CANAL-PARAL] 92MM C20,M2,35624.0
24-04-39,ESTRUC.MURO BOARD [CANAL-PARAL]140MM C20,M2,68108.0
24-04-40,ESTRUC.MURO PANEL ENCHAPE[OMEGA]60MM C26,M2,13549.0
24-04-41,ESTRUC.MURO BOARD ENCHAPE[OMEGA]60MM C20,M2,14646.0
24-04-42,MURO 1-PANEL 13MM 1 CARA,M2,24879.0
24-04-43,DINTEL BOARD 10MM A=10-25CM [3 CARAS],ML,42205.0
24-04-44,ESTRUC.DINTEL BOARD[OMEGA-ANG]92MM C20,ML,29143.0
24-04-45,DINTEL BOARD 10MM A=26-50CM [3 CARAS],ML,70555.0
24-04-46,DINTEL BOARD8MM A=10-25CM [3 CARAS],ML,38585.0
24-04-47,DINTEL BOARD 8MM A=26-50CM [3 CARAS],ML,63315.0
24-05-01,DESMONTE ARCHIVADOR COLGANTE,UND,5318.0
24-05-02,DESMONTE CAJONERA,UND,5318.0
24-05-03,DESMONTE SUPERFICIE A<=49CM L<=119CM,UND,4049.0
24-05-04,DESMONTE SUPERFICIE A>=50CM L>=120CM,UND,6588.0
24-05-05,DESMONTE DIVISION PISO-TECHO H<=250CM,M2,17897.0
24-05-06,DESMONTE DIVISION PANEL H=160CM <=200CM,M2,13194.0
24-05-07,DESMONTE DIVISION PANEL H=120CM <=159CM,M2,11924.0
24-05-08,INSTALACION ARCHIVADOR COLGANTE,UND,9687.0
24-05-09,INSTALACION CAJONERO,UND,9687.0
24-05-10,INSTALACION SUPERFICIE A<=50CM L<=120CM,UND,8417.0
24-05-11,INSTALACION SUPERFICIE A<=80CM L<=180CM,UND,13026.0
24-05-12,INSTALACION DIVISION PISO-TECHO H<=250CM,M2,28559.0
24-05-13,INSTALACION DIVISION H=160CM<=200CM,M2,21299.0
24-05-14,INSTALACION DIVISION H=120CM<=159CM,M2,18602.0
24-05-15,DESMONTE REUBICACION PUESTO TRABAJO,UND,367340.0
24-05-17,ACARREO MAT SOBRANTE DIVISION-PUESTO,HC,55305.0
24-05-18,DESM.ARCHIVO RODANTE A=90CM,ML,272525.0
24-06-01,"MUEBLE MESON TUB.1,1/2X1,1/2 (ESQUELETO)",ML,138616.0
24-07-01,CORTINA ENROLLABLE PENTAGRAMA APERT-1-5%,M2,163275.0
24-08-01,DIV.BANO VIDRIO 8MM NAVE BATIENTE [OX],M2,286769.0
24-08-02,DIV.BANO VIDRIO 8MM NAVE GLASSVIT [OX],M2,262261.0
25-01-02,INCRUST.CERAM. JGO 4 PZ ACUARIO (E),JGO,78394.0
25-01-03,INCRUST.CERAM. JGO 7 (M),JGO,122229.0
25-01-04,INCRUST.CERAM. JGO 4 PZ ESTILO (A),JGO,96929.0
25-01-05,INCRUST.CERAMICA JABONERA PEQUENA,UND,26273.0
25-01-06,INCRUST.CERAMICA PAPELERA,UND,26173.0
25-01-07,INCRUST.CERAMICA TOALLERO GANCHO SENCILL,UND,25273.0
25-01-08,INCRUST.CERAMICA TOALLERO BARRA,UND,37297.0
25-01-09,INCRUST.CROMADA TOALLERO GANCHO,UND,31389.0
25-01-10,INCRUST.TOALLERO BARRA CROMO,UND,37833.0
25-01-11,PORTAROLLO CROMO SENCILLO,UND,29389.0
25-01-12,INCRUST.ACRILICA JABONERA PEQUENA,UND,25989.0
25-01-13,KIT ACCESORIOS BANO PLASTICO CROMO 6P EC,JGO,105837.0
25-01-14,KIT ACCESORIOS BANO METAL CROMO 6P MED,JGO,201116.0
25-01-16,"TAPA REGISTRO PLASTICA 8""X 8""(20X20)CM",UND,18802.0
25-01-17,"TAPA REGISTRO PLASTICA 6""X 6""(15X15)CM",UND,19202.0
25-01-18,"TAPA REGISTRO ALUMINIO 6""X 6""(15X15)CM",UND,29202.0
25-01-19,"TAPA REGISTRO ALU.BRONCE 6""X 6""(15X15)CM",UND,32202.0
25-01-20,"TUBO CORTINERO ALUMINIO 3/4"" L=100-135CM",UND,20524.0
25-02-01,PIRAGUA ALUMINIO ANOLOK,ML,4300.0
25-02-02,PIRAGUA ALUMINIO ANODIZADO NATURAL,ML,4281.0
25-02-03,PIRAGUA PLASTICA,ML,4736.0
25-03-03,BARRA SEGURIDAD AI-304 CAL 18-80-90CM,UND,159863.0
25-03-04,BARRA SEGURIDAD AI-304 CAL 18-105-110CM,ARR,222332.0
25-03-05,BARRA SEGURIDAD AI PLEGABLE 304,UND,404863.0
25-04-02,LAVAMANOS COLGAR LINEA ECONOMICA,UND,118764.0
25-04-03,LAVAMANOS COLGAR AQUAJET CF HG SOPORTE,UND,580784.0
25-04-20,ORINAL GRANDE SUSPENDIDO INSTITUCIONAL,UND,384473.0
25-04-21,ORINAL MEDIANO PARA FLUXOMETRO,UND,225028.0
25-04-22,ORINAL PEQUENO,UND,177074.0
25-04-23,SANITARIO LINEA ECONOMICA,JGO,203968.0
25-04-25,TAZA ALONGADO INSTITUCIONAL,UND,671816.0
25-04-27,SANITARIO LINEA MEDIA DS,JGO,264968.0
25-04-30,TAZA SANITARIA FLUXOMETRO (SIN FLUXOM)RE,UND,448364.0
25-04-32,TAZA ALONGADO INSTITUCIONAL DISCAP,UND,1719903.0
25-04-36,SANITARIO TANQUE BAJO DESCARGA DUAL,CJO,339534.0
25-04-38,ORINAL ENCHAPADO 1.10-1.60MT. ANCHO=40CM,UND,424946.0
25-04-39,SANITARIO LINEA ALTA ALONGADO DUAL,JGO,506947.0
25-04-40,TAZA SANITARIA + VALV.FLUXOMETRO,JGO,827194.0
25-04-41,LAVAMANOS COLGAR LINEA MEDIA,UND,161102.0
25-04-42,SANITARIO INFANTIL,JGO,436968.0
25-04-43,LAVAMANOS COLGAR PEDESTAL LINEA ECONOMIC,JGO,128218.0
25-04-44,LAVAMANOS COLGAR PEDESTAL LINEA MEDIA,JGO,156518.0
25-04-45,LAVAMANOS SOBREPONER MEZC.LINEA MEDIA,UND,204218.0
25-04-46,LAVAMANOS SOBREPONER LINEA ECONOMICA,UND,164218.0
25-04-49,LAVAMANOS SOBREPONER MEZ.LINEA MEDIA,UND,176218.0
25-04-50,COMBO SANITARIO LINEA MEDIA[S+L+G+I,JGO,532729.0
25-04-51,COMBO SANITARIO ECONOMICO[S+L+G+I],JGO,294149.0
25-04-52,LAVAMANOS COLGAR LINEA ALTA,UND,198347.0
25-05-03,MEZCLADOR DUCHA 8 PULG (MED),UND,118399.0
25-05-04,GRIFO DUCHA SENCILLA(MED),UND,49021.0
25-05-06,GRIFERIA HIDROSTATICA TANQUE SANITARIO,UND,63864.0
25-05-07,GRIFO LAVAMANOS 8 PULG MEZCL,UND,94505.0
25-05-08,GRIFO LAVAMANOS 4 PULG MEZCL,UND,80805.0
25-05-10,GRIFO LAVAPLATOS 8 MEZCL,UND,99505.0
25-05-11,"LLAVE TERMINAL CROMADA ,1/2 PESADA",UND,45628.0
25-05-15,LLAVE AUTOMATICA MESA - CROMO,UND,127815.0
25-05-16,GRIFO ORINAL PUSH,UND,224555.0
25-05-17,GRIFO LAVAMANOS LINEA ECON SENC,UND,35102.0
25-05-18,GRIFO LAVAMANOS LINEA MEDIA SENC,UND,44102.0
25-05-19,GRIFO LAVAMANOS 4 PULG MEZCL LINEA MED,UND,87505.0
25-05-20,GRIFO DUCHA SENCILLA (ECO),UND,61705.0
25-05-22,MEZCLADOR DUCHA LINEA MEDIA,UND,101399.0
25-05-23,GRIFO ORINAL TRADICIONAL,UND,135202.0
25-05-24,GRIFO LAVAPLATOS LINEA ECON SENC,UND,70365.0
25-05-25,GRIFO SENCILLO LAVAPLATOS LINEA MEDIA,UND,83365.0
25-05-26,GRIFO LAVAPLATOS 8 PULG LINEA ECON MEZCL,UND,82605.0
25-05-27,"LLAVE TERMINAL CROMADA ,1/2 PESADA [ECON",UND,44024.0
25-05-28,LLAVE TERMINAL BRONCE,UND,42902.0
25-05-29,GRIFO ORINAL PUSH PARED 1/2 PULG + RACOR,UND,189555.0
25-05-30,GRIFO LAVAMANOS PUSH MESON ANTIVALD,UND,160805.0
25-05-31,GRIFO LAVAMANOS PUSH PARED - ANTIVANDAL,UND,204863.0
25-05-32,KIT REPUESTO FLUXOMETRO - SLOAN,UND,432991.0
25-05-33,GRIFO SANITARIO FLUXOMETRO,UND,620187.0
25-05-34,GRIFO LAVAMANOS SENSOR,UND,737125.0
25-05-35,GRIFO ORINAL SENSOR FRONTAL,UND,713942.0
25-05-36,GRIFO SANITARIO SENSOR INCRUSTADO,UND,713942.0
25-05-37,VALVULA REGULACION 1/2 METAL,UND,49518.0
25-05-38,GRIFO SANITARIO PUSH PARED ANTIVANDALICO,UND,314687.0
25-06-01,"REJA CUPULA6""X4"" ALUMINIO",UND,44390.0
25-06-05,REJILLA6 X 4 PULG ALUMINIO,UND,41047.0
25-06-10,"REJILLA SOSCO4""X3"" ALUMINIO""",UND,39309.0
25-06-11,"REJILLA SOSCO3""X2"" ALUMINIO""",UND,14563.0
25-06-12,"REJILLA SOSCO5""X3"" ALUMINIO""",UND,21547.0
25-06-13,"REJILLA SOSCO6""X4"" ALUMINIO""",UND,32947.0
25-06-19,TRAGANTE LOSA TCI 4 ATRAPA MANTO-ALUM,UND,330835.0
25-06-24,CANASTILLA - SIFON LAVAPLATOS,JGO,83403.0
25-06-26,TRAGANTE LOSA TCI 3 ATRAPA MANTO-ALUM,UND,261835.0
25-06-27,SIFON ACOPLE DESAGUE LAVAMANOS,UND,47450.0
25-07-02,LAVAPLATOS A.INOX.DOBLE 51X 80CM P.GRIFO,UND,214424.0
25-07-03,LAVADERO MAMPOSTERIA ENCHAPADO 160X80CM,UND,945822.0
25-07-05,LAVADERO PR.GRANITO PULIDO 100X 60CM,UND,151171.0
25-07-07,MUEBLE-TAPA SANITARIO PVC,UND,63277.0
25-07-08,LAVAPLATOS A.INOX. 50X100CM ESCURRIDERO,UND,143309.0
25-07-09,LAVAPLATOS A.INOX. 50X 60CM PESTA.GRIFO,UND,105296.0
25-07-10,LAVADERO PR.CONCRETO 100X 60-70X15-20C,UND,139237.0
25-07-11,LAVADERO PR.CONCRETO 80-90X 60-70X15-20C,UND,136237.0
25-07-12,LAVATRAPERO ENCHAPADO 40X40CM CON PATA,UND,189126.0
25-07-13,LAVATRAPERO ENCHAPADO 40X40CM,UND,137429.0
25-07-14,LAVAPLATOS [S] A.INOX 40X40X18-20CM DR,UND,582012.0
25-08-01,DESTAPONAR LAVAMANOS,UND,23912.0
25-08-02,DESTAPONAR SANITARIO,UND,29155.0
25-08-03,DESTAPONAR SIFON SANITARIO,PTO,36288.0
25-08-04,INSTALACION APARATO SANITARIO,UND,24141.0
25-08-05,INSTALACION CALENTADOR AGUA,UND,47808.0
25-08-06,INSTALACION INCRUSTACION CERAMICA,UND,7422.0
25-08-07,INSTALACION LAVAMANOS,UND,23912.0
25-08-08,INSTALACION POZUELO ACERO INOX.DOBLE,UND,43350.0
25-08-09,INSTALACION POZUELO ACERO INOX.SENCILLO,UND,24126.0
25-08-10,INSTALACION SANITARIO,UND,24126.0
25-10-01,CALENTADOR SOLAR 125 LTS PRESION,UND,6302546.0
25-10-02,CALENTADOR SOLAR 200 LTS PRESION,UND,8432720.0
25-11-01,SECADOR MANOS TORNADO 1500W AUT.,UND,1079651.0
25-11-02,DISP PAPEL HIGIENICO A.INOX SOBREPON 1RL,UND,164286.0
25-11-03,EXTRACTOR OLORES 100 CFM BAJO RUIDO,UND,239408.0
25-11-04,DISP JABON LIQUIDO 1.2 LTS PARED A.INOX,UND,154486.0
25-11-05,DISP PAPEL HIGIENICO A.INOX EMPOTRAR 2RL,UND,483772.0
25-11-06,DISP PAPEL TOALLA SOBREPON AUTOMATICO,UND,758662.0
25-11-07,DISP JABON LIQUIDO 0.6 LTS PARED SENSOR,UND,551602.0
25-11-08,DISP JABON LIQUIDO 1.0 LTS MESON PUSH,UND,315982.0
25-11-09,CANECA RESIDUO EMPOTRAR 4.6 LTS A.INOX,UND,514712.0
25-11-10,CANECA RESIDUO 40 LTS CONICA A.INOX,UND,685822.0
25-12-01,REGADERA REDONDA 25-30CM CROM (ECO),UND,101960.0
25-12-02,REGADERA REDONDA 25-30 CM CROMADA (ALT),UND,262565.0
26-01-03,INSTALACION VIDRIO LAMINADO/TEMPLADO,M2,36270.0
26-01-04,INSTALACION VIDRIO-PISAVIDRIO.,M2,21578.0
26-01-05,VIDRIO BRONCE ANTISOL 4 MM,M2,58511.0
26-01-09,VIDRIO ESMERILADO DE 4MM,M2,0.0
26-01-10,VIDRIO ESMERILADO DE 5MM,M2,72161.0
26-01-11,VIDRIO ESMERILADO DE 6MM,M2,84835.0
26-01-16,VIDRIO LAMINADO INCOLORO 6 MM,M2,165899.0
26-01-17,VIDRIO LAMINADO INCOLORO 8 MM,M2,158234.0
26-01-18,VIDRIO MARTILLADO 4 MM,M2,45673.0
26-01-20,VIDRIO PLOMADO BLINDADO 24 MM (20*30),UND,359717.0
26-01-21,VIDRIO TEMPLADO BRONCE 6 MM,M2,195361.0
26-01-22,VIDRIO TEMPLADO BRONCE10 MM,M2,315849.0
26-01-23,VIDRIO TEMPLADO BRONCE4 MM,M2,153361.0
26-01-24,VIDRIO TEMPLADO BRONCE5 MM,M2,157561.0
26-01-25,VIDRIO TEMPLADO BRONCE8 MM,M2,295648.0
26-01-26,VIDRIO TEMPLADO INCOLORO 10 MM,M2,151996.0
26-01-27,VIDRIO TEMPLADO INCOLORO 4 MM,M2,84061.0
26-01-29,VIDRIO TEMPLADO INCOLORO 6 MM,M2,114511.0
26-01-30,VIDRIO TEMPLADO INCOLORO 8 MM,M2,138661.0
26-01-31,VIDRIO TRANSPARENTE3 MM,M2,46411.0
26-01-32,VIDRIO TRANSPARENTE4 MM,M2,49561.0
26-01-33,VIDRIO TRANSPARENTE5 MM,M2,55861.0
26-01-34,VIDRIO TRANSPARENTE6 MM,M2,0.0
26-01-37,VIDRIO LAMINADO INCOLORO 7 MM,M2,165899.0
26-01-38,BLOQUE VIDRIO 19X19X08 CM COLOR,M2,235038.0
26-01-39,BLOQUE VIDRIO 19x19x08 CM,M2,208788.0
26-01-40,VIDRIO TRANSPARENTE 4MM CELOSIA 60-100C,UND,7939.0
26-02-01,ESPEJO CLARO DE 3MM,M2,45605.0
26-02-02,ESPEJO CLARO DE 4 MM,M2,73009.0
26-02-03,INSTALACION ESPEJO,M2,32706.0
26-04-02,PELICULA CONTROL SOLAR-POLARIZADO,M2,99344.0
26-05-01,BASE SOPORTE ESPEJO ALUM INCLINADA,M2,90110.0
27-01-01,CERRADURA ENTRADA(CILIN),UND,56877.0
27-01-02,CANTONERA ELECTRICA,UND,197070.0
27-01-03,CERRADURA YALE ENTRADAREF.5305,UND,112577.0
27-01-04,CERRADURA GATO PICO-LORO TIPO G PTA.ALUM,UND,84647.0
27-01-05,CERRADURA PICO-LOROPTA.ALUM,UND,73191.0
27-01-06,CERRADURA 1/4 DE VUELTA,UND,127844.0
27-01-07,CERRADURA YALE ENTRADA PPAL.REF.5316,UND,60318.0
27-01-08,CERRADURA YALE TRES VUELTAS,UND,146553.0
27-01-10,CERRADURA ADAMS-RITE MANIJA ALUM,UND,137666.0
27-01-11,CERRADURA ENTRADA APTO.,UND,63294.0
27-01-12,CERRADURA ENTRADA PPAL,UND,66199.0
27-01-13,CERRADURA ENTRADA APTO.BELL WOOD,UND,58038.0
27-01-14,CERRADURA ENTRADA PPAL.BELL WOOD,UND,61785.0
27-01-15,CERROJO SCHLAGE SEGURIDAD 1/4 DE VUELTA,UND,110673.0
27-01-17,CERRADURA ENTRADA PPAL.C-999,UND,105891.0
27-01-18,CERRADURA ENTRADA PPAL.C-399,UND,105891.0
27-01-19,CERRADURA ENTRADA PPAL.C-333,UND,97475.0
27-01-20,CERRADURA ENTRADA PPAL.C-222,UND,95825.0
27-02-01,CERRADURA YALE PASOREF.5312,UND,60633.0
27-02-02,CERRADURA SCHLAGE PASOMOD.GEORGIA,UND,57177.0
27-03-01,CERRADURA SAFE ALCOBA[CILIN],UND,60335.0
27-03-02,CERRADURA YALE ALCOBAREF.5304 C/P,UND,96238.0
27-03-03,CERRADURA SCHLAGE ALCOBA MOD. GEORGIA,UND,63935.0
27-03-04,CERRADURA SCHLAGE ALCOBA MOD. BELL WOOD,UND,63735.0
27-03-05,CERRADURA SCHLAGE CLOSET MOD. GEORGIA,UND,56310.0
27-03-06,CERRADURA SCHLAGE CLOSET MOD. BELL WOOD,UND,58431.0
27-04-01,CERRADURA BANO [CILIN],UND,44175.0
27-04-02,CERRADURA BANO YALEREF.5302,UND,95065.0
27-04-03,CERRADURA BANO ALUMINIO,UND,59807.0
27-04-04,CERRADURA BANO SCHLAGE,UND,61875.0
27-05-01,CERRADURA OFICINA-AULA[CILIN],UND,62554.0
27-05-02,CERRADURA YALE OFICINAREF.5304 C/P,UND,128875.0
27-05-03,CERRADURA SCHLAGE OFICINA MOD.GEORGIA,UND,73398.0
27-05-04,CERRADURA SCHLAGE OFICINA MOD.BELL WOOD,UND,70236.0
27-06-01,"BISAGRA LAMINA 1""X 4""",UND,15715.0
27-06-02,BISAGRA PIANO COBRIZADA,ML,15635.0
27-06-04,BISAGRA VAIVEN PISO,UND,93757.0
27-06-05,BISAGRA RODAMIENTOS PUERTA CORREDIZA,UND,60676.0
27-06-06,"FALLEVA METALICA 6""",UND,19219.0
27-06-07,"FALLEVA METALICA 8""",UND,39305.0
27-06-08,MANIJA METALICA,UND,11174.0
27-06-09,PIVOTE AEREO MARCO PUERTA VAIVEN,UND,19038.0
27-06-10,"MANIJA ALUMINIO ""OREJA DE BURRO""",UND,20660.0
27-06-11,BISAGRA SCHLAGE VAIVEN PISO GOFRADA,UND,88997.0
27-06-12,BISAGRA SCHLAGE VAIVEN PISO NIQUELADA,UND,90245.0
27-06-13,TOPE PARA PUERTA,UND,16599.0
27-06-14,PIVOTE AEREO MARCO LISO PUERTA VAIVEN,UND,32232.0
27-06-15,PASADOR FIJADOR NAVE,UND,10774.0
27-07-01,CANDADO YALE REF. 110-30,UND,34900.0
27-08-01,INSTAL.BISAGRA RODAMIENTO PTA.CORREDIZA,UND,10443.0
27-08-02,INSTAL.CERRADURA ENTRADA YALE 3-VUELTAS,UND,47345.0
27-08-03,INSTAL.CANTONERA ELECTRICA,UND,57080.0
27-08-04,INSTAL.CERRAD.PTA.ALUM.PICO-LORO,UND,34286.0
27-08-05,INSTAL.CERRADURA YALE 1/4 DE VUELTA,UND,48145.0
27-08-06,INSTAL.MANIJA,UND,6535.0
27-08-07,INSTAL.BISAGRA PIANO,ML,7335.0
27-08-08,INSTAL.BISAGRA VAIVEN MARCO,UND,22473.0
27-08-09,INSTAL.CERRADURA ADAM-RYTE,UND,41454.0
27-08-10,INSTAL.CERRADURA POMO MADERA-METAL,UND,34743.0
27-08-11,"INSTAL.FALLEVA 6""",UND,19605.0
27-08-12,"INSTAL.FALLEVA 8""",UND,9403.0
27-08-13,INSTAL.BISAGRA VAIVEN PISO,UND,46545.0
27-09-01,GATO HIDRAULICO NAVE HASTA 80KG,UND,191259.0
27-10-01,CHAPA CAJON-NAVE NIQUELADA,UND,10609.0
27-11-01,BARRA ANTIPANICO HORIZ-VERTICAL,UND,861713.0
27-11-02,CHAPA ANTIPANICO SENCILLA-PRESION,UND,418563.0
28-01-01,"BALANCIN 2 PUESTOS TUBO GALV.2.5"" Y 2.0""",UND,1053482.0
28-01-02,"BALANCIN 4 PUESTOS TUBO GALV.2.5"" Y 2.0""",UND,1653216.0
28-01-03,"BALANCIN 6 PUESTOS TUBO GALV.2.5"" Y 2.0""",UND,2292434.0
28-01-04,"BARRAS ARGOLLAS TUBO GALV.3"" H=2.5MTS""",UND,1145359.0
28-01-05,"BARRAS GIMNASIA TUBO GALV.2.5""Y 1 1/4""",UND,601420.0
28-01-06,"BARRAS PARALELAS TUBO GALV.2.5""Y 1 1/4""",UND,573480.0
28-01-07,"BALANCIN GIRATORIO TUBO.GALV.3""INC.RODA""",UND,698313.0
28-01-08,"CILINDRO GIRATORIO TUBO GALV.2""LAM.20""",UND,1083757.0
28-01-09,"COLUMPIO 2 PUESTO.GALVANIZ.DE 2.5""Y 2.0""",UND,1163214.0
28-01-10,"COLUMPIO 3 PUESTO.GALVANIZ.DE 2.5""Y 2.0""",UND,1551698.0
28-01-13,DESLIZADOR MULT.2 PUESTOS CON PASAMANOS,UND,2098640.0
28-01-14,"DESLIZADOR TUBO GALV.1.5""Y 1.0""LAM.CAL20",UND,1514952.0
28-01-15,"ESCALERA PASAMANOS TUBO GALV.2"" BARR.1""",UND,942396.0
28-01-16,"SEMICURVA PARALELA TUBO GALV.1.5""BARR.1.",UND,992861.0
28-01-17,TREPADOR MULTIPLE 2 COLUMP 1 DESL 1 TUBO,UND,2794131.0
28-01-18,"TROMPO OCTOGONAL 4""3""2"" TABLA AMARILLO""",UND,3217898.0
28-02-03,ARENERO CON MEDIAS MADERAS 3MTS X 3 MTS,UND,668259.0
28-02-05,BURRO BALANCIN L= 3.5 MTS,UND,462074.0
28-02-06,"COLUMPIO 3 PUESTO L= 4.7M,H=2.5M,A= 2.0M",UND,1335759.0
28-02-07,DESLIZADERO CON ESCALERA L=2.40M,UND,1387639.0
28-02-11,"EL CASTILLO PEQUE.L= 6.5M,H=3.0M,A= 4.0M",UND,3487003.0
28-02-15,"ESTACION BOMBEROS L= 4.0M,H=3.0M,A= 3,5M",UND,4478420.0
28-02-18,PASAMANOS L=3MTS,UND,951759.0
28-02-22,COLUMPIO UN PUESTO,UND,779359.0
28-02-24,"COLUMPIO DOS PUESTOS L=3.4,H2.5M A=2.0M",UND,1251759.0
28-02-25,ACROBATICO MULTIP L=4.00 H=3.00 A=3.00M,UND,880115.0
28-03-01,PORTERIA FUTBOL TIPO 1,JGO,4441072.0
28-03-02,PORTERIA FUTBOL TIPO 2,JGO,3820472.0
28-03-03,PORTERIA FUTBOL TIPO 3,JGO,2742252.0
28-03-04,PORTERIA FUTBOL TIPO 4,JGO,5584174.0
28-03-05,PORTERIA FUTBOL TIPO 5,JGO,4053322.0
28-03-07,PORTERIA MICROFUTBOL TIPO 1 FIJA,JGO,1547693.0
28-03-08,PORTERIA MICROFUTBOL TIPO 2 FIJA,JGO,1752491.0
28-03-09,PORTERIA MULT.FIJA MICROF. BALONC.TIPO 1,JGO,4239543.0
28-03-10,PORTERIA MULT.FIJA MICROF. BALONC.TIPO 2,JGO,5127001.0
28-03-15,PORTERIA MULTIPLE RODACHIN TIPO 1,JGO,5238836.0
28-03-16,PORTERIA MULTIPLE RODACHIN TIPO 2,JGO,6144912.0
28-03-21,PORTERIA MULTIPLE TORRE GIRATORIA TIPO 1,JGO,6177085.0
28-03-23,PORTERIA MULTIPLE TORRE GIRATORIA TIPO 3,JGO,7028815.0
28-03-24,PORTERIA MULTIPLE TORRE GIRATORIA TIPO 4,JGO,7243215.0
28-03-25,PORTERIA MULTIPLE TORRE GIRATORIA TIPO 5,JGO,8455415.0
28-03-26,"SOPOR.FIJO BALONC.4""TORRE GIR.2 TABL.ACR",JGO,6593005.0
28-03-27,"SOPOR.FIJO BALONC.4""TORRE GIR.2 TABL.MAD",JGO,4587685.0
28-03-31,"SOPORTE FIJO BALONCESTO 4""TABL.MADERA""",JGO,3571026.0
28-03-32,"SOPORTE FIJO MINIBALONC.3""TABL.ACRILICO""",JGO,3378640.0
28-03-33,"SOPORTE FIJO MINIBALONC.3""TABL.MADERA""",JGO,2646332.0
28-03-34,SOPORTE PARA VOLEIBOL TRES POSICIONES,JGO,1061465.0
28-03-36,SOPORTE RODACHIN BALONCESTO GALV.TIPO 1,JGO,4758477.0
28-03-37,SOPORTE RODACHIN BALONCESTO GALV.TIPO 2,JGO,5619719.0
28-03-40,SOPORTE RODACHIN BALONCESTO GALV.TIPO 5,JGO,5970613.0
28-03-41,SOPORTE RODACHIN BALONCESTO GALV.TIPO 6,JGO,7838213.0
28-04-02,GRADERIAS DESARMABLES PARA 18 PERSONAS,UND,1381401.0
28-04-03,GRADERIAS DESARMABLES PARA 30 PERSONAS,UND,2147280.0
28-04-06,BANCA CONCRETO PREF.L=140 A=56 H=78,UND,228459.0
28-04-07,REUBICACION BANCA CONCRETO,UND,21915.0
28-04-08,BANCA CONCRETO PREF.L=100 A=50 H=73,UND,145687.0
28-04-09,BANCA CONCRETO COLONIAL L=120 A=70 H=9O,UND,167258.0
28-04-11,BANCA CONCRETO GRANO PL L=120,UND,225653.0
28-04-12,BANCA CONCRETO GRANO PL L=180,UND,279608.0
28-05-01,JUEGO RECREATIVO RESPLANDOR II,UND,6745458.0
