codigo,descripcion,unidad,total
10-06-11,EXCAVACION TIERRA A MANO BAJO AGUA H=2.0,M3,20615.0
10-06-12,RELLENO ARENA FINA,M3,71246.0
10-06-13,ACARREO MATERIALES CAMPERO-CAMIONETA,M3K,9122.0
10-06-14,ACARREO MATERIALES TRACCION ANIMAL,C/K,6232.0
10-06-15,RELLENO ARENA MEDIANA (ST),M3,64555.0
10-06-16,RELLENO GRAVA TRITURA-POLVILLO COMPACTAD,M3,86832.0
10-06-17,RELLENO GRAVA TRITURA-POLVILLO [S.COM],M3,59598.0
10-06-18,RELLENO MATERIAL SITIO COMPACTADO-RANA,M3,13003.0
10-06-19,RELLENO ROCAMUERTA COMPACT-RANA,M3,25398.0
10-06-20,RELLENO ROCAMUERTA COMPACT-SALTARIN,M3,26849.0
10-06-21,RELLENO TIERRA-NIVELACION,M3,22555.0
10-06-22,RETIRO DE SALDOS EN SITIO,M3,7156.0
10-06-23,ACARREO PETREOS-VARIOS HASTA 100M,M3,6794.0
10-06-24,ACARREO MATERIALES-ESCOMBROS 10 PERS,HC,116548.0
10-06-25,TRANSPORTE CAMION URBANO 1.0-5.0 TON,VJE,499660.0
10-06-28,RETIRO ACARREO MATERIAL VOLQUETA KILOM,M3K,1716.0
10-07-01,"DESM.PIEZA MADERA ROLLIZA 4""-5""",ML,3824.0
10-07-02,"DESM.PIEZA MADERA ROLLIZA 5,1/4""-6""",ML,7409.0
10-07-03,"DESM.PIEZA MADERA CORTADA 4""-5""",ML,7409.0
10-07-04,"DESM.PIEZA MADERA CORTADA 5,1/4""-6""",ML,8604.0
10-08-01,DESMONTE DIVISION PANEL H=70 A 160CM,ML,12702.0
10-08-02,DESMONTE DIVISION PANEL H=161 A 200CM,ML,14866.0
10-08-03,DESMONTE DIVISION PANEL H=201 A 260CM,ML,19570.0
10-08-04,DESMONTE SUPERFICIE A=20-50CM L=150,UND,4049.0
10-08-05,DESMONTE SUPERFICIE A=51-90CM L=151-250,UND,5318.0
10-08-06,DESMONTE CAJONERA,UND,5318.0
10-08-07,DESMONTE ARCHIVADOR COLGANTE,UND,5318.0
11-01-01,CAJA INSPECCION 40x 40 CM [CONCRETO],UND,162814.0
11-01-02,CAJA INSPECCION 40x 40 CM [LADRILLO],UND,108914.0
11-01-03,CAJA INSPECCION 50x 50 CM [CONCRETO],UND,231318.0
11-01-04,CAJA INSPECCION 50x 50 CM[LADRILLO],UND,149922.0
11-01-05,CAJA INSPECCION 60x 60 CM[CONCRETO],UND,301984.0
11-01-06,CAJA INSPECCION 60x 60 CM[LADRILLO],UND,204092.0
11-01-07,CAJA INSPECCION 80x 80 CM[CONCRETO],UND,361353.0
11-01-08,CAJA INSPECCION 80x 80 CM[LADRILLO],UND,275367.0
11-01-09,CAJA INSPECCION 100x100 CM [LADRILLO],UND,408787.0
11-01-10,CAJA INSPECCION 100X100 CM [CONCRETO],UND,447278.0
11-01-11,CAJA INSPECCION 110x110 CM [CONCRETO],UND,566664.0
11-01-12,CAJA INSPECCION 110x110 CM [LADRILLO],UND,451014.0
11-01-13,CAJA INSPECCION 120x120 CM[CONCRETO],UND,701140.0
11-01-14,CAJA INSPECCION 120x120 CM[LADRILLO],UND,670227.0
11-01-15,CAJA INSPECCION 140x140 CM[CONCRETO],UND,895720.0
11-01-16,CAJA INSPECCION 140x140 CM[LADRILLO],UND,866796.0
11-01-17,CAJA INSPECCION 175x 80 CM DOM[CONCRETO],UND,876834.0
11-02-01,CAJA DE PASO CONCRETO 5O X5O CM,UND,135746.0
11-02-02,CAJA DE PASO CONCRETO 70 X70 CM,UND,181412.0
11-02-03,CAJA DE PASO CONCRETO 80 X80 CM,UND,233388.0
11-03-01,TUB.PVC 2SANI.,ML,13471.0
11-03-02,TUB.PVC 3SANI.,ML,16059.0
11-03-03,TUB.PVC 4SANI.,ML,27906.0
11-03-04,TUB.PVC 4-110MM,ML,16597.0
11-03-05,TUB.PVC 6SANI.,ML,42713.0
11-03-06,TUB.PVC 6-160MM,ML,40913.0
11-03-07,TUB.PVC 8SANI.,ML,62178.0
11-03-08,TUB.PVC 8SANI.NOVAFO,ML,48666.0
11-03-09,TUB.PVC 8SANI.[WR],ML,48859.0
11-03-10,"TUB.PVC 18"" SANI NOVAFORT""",ML,149324.0
11-03-11,TUB.PVC 10SANI.NOVAFO,ML,56753.0
11-03-12,"TUBERIA PVC 10""SANITARIA (WR)""",ML,111690.0
11-03-13,"TUBERIA PVC 12""SANITARIA NOVAFORT""",ML,116106.0
11-03-14,"TUBERIA PVC 16""SANITARIA NOVAFORT""",ML,140875.0
11-05-02,"TUB.PVC 2,1/2 DREN.CF",ML,23185.0
11-05-03,"TUB.PVC 2,1/2 DREN.SF",ML,17239.0
11-05-06,TUB.PVC 100 CORRUGADA CON FILTRO,ML,32465.0
11-05-07,TUB.PVC 4DREN.NOVAF,ML,32469.0
11-05-08,TUB.PVC 4DREN.SF,ML,21456.0
11-05-09,TUB.PVC 160 CORRUGADA CON FILTRO,ML,21021.0
11-05-10,TUB.PVC 6DREN.SF NOVAFOR,ML,45086.0
11-05-11,TUB.PVC 8DREN.CF NOVAFOR,ML,159387.0
11-05-12,TUB.PVC 8DREN.SF NOVAF,ML,62918.0
11-06-01,"TAPON PVC LIMPIEZA 6""",UND,28900.0
11-06-02,"UNION NOVAFORT 11O MM [ 4""]""",UND,17855.0
11-06-03,"UNION NOVAFORT 160 MM [ 6""]""",UND,35304.0
11-06-04,TAPON 65 MM TUB CORRUG DRENAJE,UND,4042.0
11-06-05,TAPON 100 MM TUBO CORRUG DRENAJE,UND,8948.0
11-06-06,TAPON 160 MM TUBO CORRUG DRENAJE,UND,12061.0
11-06-07,TAPON 200 MM TUBO CORRUG DRENAJE,UND,16598.0
11-06-08,CODO 90 X 65MM TUB CORRUG DRENAJE,UND,8943.0
11-06-09,HIDROSELLO NOVAFORT 110 MM,UND,2240.0
11-06-10,HIDROSELLO NOVAFORT 160 MM,UND,4797.0
11-06-11,HIDROSELLO NOVAFORT 200 MM,UND,8631.0
11-06-12,HIDROSELLO NOVAFORT 250 MM,UND,15305.0
11-06-13,HIDROSELLO NOVAFORT 315 MM,UND,31766.0
11-06-14,UNION NOVAFORT 110 MM,UND,9863.0
11-06-15,UNION NOVAFORT 160 MM,UND,27312.0
11-06-16,UNION NOVAFORT 200 MM,UND,32248.0
11-06-17,UNION NOVAFORT 250 MM,UND,88299.0
11-06-18,UNION NOVAFORT 315 MM,UND,143235.0
11-06-19,UNION NOVAFORT 400 MM,UND,263760.0
11-06-21,"ADAPTADOR 4""-110 MM NOVAFORT""",UND,12573.0
11-06-22,"ADAPTADOR 6""-160 MM NOVAFORT""",UND,28581.0
11-06-23,"ADAPTADOR 8""-200 MM NOVAFORT""",UND,43706.0
11-06-24,TEE 160x160MM NOVAFORT,UND,43706.0
11-06-25,TEE 200x160MM NOVAFORT,UND,109059.0
11-06-26,YEE 160X160MM NOVAFORT,UND,58568.0
11-06-27,YEE 200X160MM NOVAFORT,UND,112049.0
11-06-28,CODO 90X110MM NOVAFORT,UND,29500.0
11-06-29,CODO 90X160MM NOVAFORT,UND,64492.0
11-06-30,CODO 45x110MM NOVAFORT,UND,14831.0
11-06-31,CODO 45x160MM NOVAFORT,UND,34530.0
11-06-32,"UNION PVC NOVALOC 24"" ASTM""",UND,178594.0
11-06-33,"UNION PVC NOVALOC 27""",UND,221031.0
11-06-35,"UNION PVC NOVALOC 33""",UND,323799.0
11-06-36,HIDROSELLO NOVAFORT 400 MM,UND,64692.0
11-06-37,HIDROSELLO NOVAFORT 450 MM,UND,93512.0
11-06-38,HIDROSELLO NOVAFORT 500 MM,UND,105002.0
11-06-39,SILLA TEE NOVAF 400X110MM,UND,152866.0
11-06-40,SILLA TEE NOVAF 400X160MM,UND,158567.0
11-06-41,SILLA TEE NOVAF 450X160MM,UND,181718.0
11-06-42,SILLA TEE NOVAF 500X160MM,UND,282706.0
11-06-43,SILLA TEE NOVAF 250X160MM (KIT),UND,108957.0
11-06-44,"SILLA TEE NOVAF 6""X12""",UND,246276.0
11-06-45,"SILLA TEE NOVAF 6""X8""",UND,95742.0
11-06-46,SILLA YEE NOVAF 400X110MM,UND,214924.0
11-06-47,SILLA YEE NOVAF 400X160MM,UND,219281.0
11-06-48,SILLA YEE NOVAF 450X160MM,UND,230657.0
11-06-49,SILLA YEE NOVAF 500X160MM,UND,335491.0
11-06-50,"SILLA YEE NOVAF 6""X12""",UND,140851.0
11-06-51,"SILLA YEE NOVAFORT DIAMETRO DE 6"" A 8""",ML,96377.0
11-06-52,"SILLA YEE NOVAFORT DIAMETRO DE 6"" A 10""",UND,108941.0
11-06-53,"SILLA YEE RIB LOC 10"" X 6""",UND,57826.0
11-06-54,"SILLA YEE RIB LOC 12"" X 6""",UND,74150.0
11-06-55,"SILLA YEE RIB LOC 14"" X 6""",UND,95087.0
11-06-56,"SILLA YEE RIB LOC 6"" X 4""",UND,31918.0
11-06-57,"SILLA YEE RIB LOC 6"" X 6""",UND,33396.0
11-06-58,"SILLA YEE RIB LOC 8"" X 6""",UND,53559.0
11-06-61,UNION NOVAFORT 500 MM,UND,320264.0
11-09-02,COLCHON GRAVA-ARENA TUBER. INCLUYE ACARR,ML,12034.0
11-09-03,GEOTEXTIL NO TEJIDO,M2,4548.0
11-09-04,GEOTEXTIL TEJIDO,M2,4542.0
11-09-06,COLCHON ARENA GRUESA E=5-7CM,M3,71119.0
11-10-01,TAPA CAJA MARCO ANGULO 51X51 - 60X60,UND,118055.0
11-10-02,TAPA CAJA MARCO ANGULO 40X40 - 50X50,UND,94928.0
11-10-03,TAPA CAJA MARCO ANGULO 61X61 - 70X70,UND,138075.0
11-10-04,TAPA CAJA MARCO ANGULO 71X71 - 80X80,UND,158719.0
11-10-05,TAPA CAJA MARCO ANGULO 81X81-90X90,UND,216960.0
11-10-06,TAPA CAJA MARCO ANGULO 91X91-100X100,UND,264754.0
12-01-01,ACERO REFUERZO FLEJADO 60000 PSI 420Mpa,KLS,5334.0
12-01-02,ACERO REFUERZO FLEJADO 37000 PSI 280Mpa,KLS,4888.0
12-01-03,FLEJADO HIERRO60000 PSI 420 Mpa,KLS,693.0
12-01-04,FLEJADO HIERRO40000 PSI 280 Mpa,KLS,542.0
12-02-01,CONCRETO CICLOPEO 3000 PSI RELAC.60C/40P,M3,333631.0
12-02-02,LOSA MACIZA CIMIENTO H=10 CM,M2,62593.0
12-02-03,LOSA MACIZA CIMIENTO H=15 CM,M2,81893.0
12-02-04,LOSA MACIZA CIMIENTO H=20 CM,M2,101296.0
12-02-05,MURO CONCRETO CONTENCION 0<H<=1.00MTS,M3,580150.0
12-02-06,MURO CONCRETO CONTENCION 0<H<=2.00MTS,M3,593513.0
12-02-08,PILOTE CONCRETO REFORZADO 40CM X 40CM,ML,72390.0
12-02-10,SOLADO ESPESOR E=0.05M 3000 PSI 210 MPA,M2,24381.0
12-02-11,SOLADO ESPESOR E=0.07M 3000 PSI 210 MPA,M2,31247.0
12-02-12,ZAPATA CONCRETO 3000 PSI 210 MPA,M3,402802.0
12-02-13,ZAPATA CONCRETO 3000 PSI INC. FORMALETA,M3,427973.0
12-02-16,MURO CONTENCION CONCRETO CICLOPEO H<1.5M,M3,518014.0
12-02-17,"MURO CONCRETO CONTENCION 0<H<=3,5 MTS",M3,0.0
12-02-19,LOSA FLOTANTE CASETON-VIGAS H=41-45,M2,138965.0
12-02-20,PILOTE CONCRETO REFORZADO,M3,570996.0
12-02-21,CONCRETO CICLOPEO 1500 PSI RELAC.60C/40P,M3,254530.0
12-02-22,SOLADO ESPESOR E=0.07M 2000PSI 14MPA,M2,23848.0
12-02-23,CONCRETO CICLOPEO 2000 PSI RELAC 60C/40P,M3,270182.0
12-02-25,ZAPATA CONCRETO 4000 PSI 21.0 MPA FORM,M3,498861.0
12-02-26,MURO CONTENCION 0 H 3.5MTS 4000PSI,M3,663690.0
12-03-01,VIGA CIMIENTO ENLACE H=20-40CM 3100PSI,M3,638478.0
12-03-02,VIGA CIMIENTO ENLACE H=51-60CM 3100PSI,M3,689740.0
12-03-03,VIGA CIMIENTO ENLACE H=41-50CM 3100 PSI,M3,657169.0
12-03-04,VIGA CIMIENTO T INVERT.B=4060 H=4060CM,M3,661191.0
12-03-05,VIGA CIMIENTO ENLACE 4000 PSI 28.0MPA,M3,755354.0
12-03-06,VIGA CIMIENTO ENLACE H=20-40CM 4000PSI,M3,708411.0
12-04-01,PEDESTAL CONCRETO 3100 PSI 21.0 MPA,M3,480427.0
12-04-02,PEDESTAL CONCRETO 4000 PSI 28 MPA,M3,926810.0
12-05-02,ADICION PREMEZCLADO 4000 PSI 28.0MPA,M3,80000.0
12-05-03,BOMBEO CONCRETO A MAQUINA,M3,40500.0
13-01-02,ACERO REFUERZO FLEJADO 60000 PSI 420Mpa,KLS,5334.0
13-01-03,FLEJADO HIERRO 40000 PSI 280 Mpa,KLS,542.0
13-01-04,FLEJADO HIERRO 60000 PSI 420 Mpa,KLS,693.0
13-01-05,MALLA ELECTROSOLDADA H-0.50(25X35CM),KLS,6875.0
13-01-06,MALLA ELECTROSOLDADA M-0.84,KLS,6875.0
13-01-07,MALLA ELECTROSOLDADA E-0.50(25X25CM),KLS,6875.0
13-01-08,MALLA ELECTROSOLDADA U-84,KLS,6875.0
13-01-09,ACERO REFUERZO FLEJADO 37000 PSI 240Mpa,KLS,4888.0
13-01-10,"ESCALERILLA HIERRO GRAFILADO 1/4""",ML,2478.0
13-01-11,MALLA ELECTROSOLDADA,KLS,6875.0
13-02-01,COLUMNA AMARRE MURO,ML,39115.0
13-02-02,COLUMNA AMARRE MURO CULATA E=15CM-20CM,ML,41175.0
13-02-04,COLUMNA CONCRETO 3000 PSI,M3,931677.0
13-02-05,COLUMNA CONCRETO 3500 PSI,M3,946781.0
13-02-06,COLUMNA CONCRETO 4000 PSI,M3,973901.0
13-02-07,COLUMNA CONCRETO 3000 PSI CIRCULAR D=35C,M3,735030.0
13-02-09,"COLUMNA AMARRE MURO EN "" L """,ML,61308.0
13-02-10,"COLUMNA AMARRE MURO EN "" T """,ML,73605.0
13-02-12,CINTA CONFINAMIENTO MURO,ML,25043.0
13-02-13,COLUMNA CONCRETO FLUIDO 4000 PSI-28MPA,M3,1046268.0
13-04-01,DESCOLGADO CONCRETO 15 CMS,ML,51317.0
13-04-03,VIGA CONCR.AMARRE MURO10-12x20CM,ML,32115.0
13-04-06,DESCOLGADO CONCRETO 45 CMS,ML,77465.0
13-04-08,PERGOLA CONCRETO 15CM X 40CM,ML,66769.0
13-04-11,VIGA CANAL AEREA CONCRETO 3000 PSI,M3,917520.0
13-04-13,VIGA CONCRETO AEREA 3000 PSI,M3,859254.0
13-04-17,VIGA CONCR.AMARRE MURO CULATA 10-12x20CM,ML,32225.0
13-04-18,VIGA CONCRETO AMARRE MURO 10-12x20CM,M3,960647.0
13-04-19,VIGA CANAL CONCRETO PISO 3000 PSI,M3,809974.0
13-04-21,VIGA CONCRETO AMARRE LOSA 3000 PSI,M3,420740.0
13-04-22,VIGA CONCRETO AEREA 4000 PSI 28.0MPA,M3,925754.0
13-05-01,LOSA PREFABRICADA H=10CM 492,M2,90779.0
13-05-02,PLACA EN SUPERBOARD 20MM,M2,70467.0
13-06-01,CASETON ESTERILLA H=30CM,M2,26254.0
13-06-02,CASETON ESTERILLA H=35CM,M2,32567.0
13-06-03,CASETON ESTERILLA H=40CM,M2,32584.0
13-06-04,CASETON ESTERILLA H=25CM,M2,25259.0
13-06-05,LOSA BLOQUE PREFAB.E=20CM,M2,109104.0
13-06-06,LOSA BLOQUE PREFAB.E=32CM,M2,126607.0
13-06-07,LOSA BLOQUE PREFAB.E=37CM,M2,146656.0
13-06-09,LOSA CASETON ESTERILLA E=46-50CM [TORTA],M2,156155.0
13-06-10,LOSA CASETON ESTERILLA E=31-35CM [TORTA],M2,132660.0
13-06-11,LOSA CASETON ESTERILLA E=31-35CM,M2,117559.0
13-06-12,LOSA CASETON ESTERILLA E=36-40CM [TORTA],M2,154871.0
13-06-13,LOSA CASETON ESTERILLA E=36-40CM,M2,139262.0
13-06-14,LOSA CASETON ESTERILLA E=41-45CM [TORTA],M2,155913.0
13-06-15,LOSA CASETON ESTERILLA E=41-45CM,M2,140031.0
13-06-16,LOSA BLOQUE PREFAB. E=25CM,M2,111160.0
13-06-18,LOSA CASETON ESTERILLA E=46-50CM,M2,142115.0
13-06-21,LOSA CASETON ESTERILLA E=56-60CM,M2,143625.0
13-06-22,LOSA CASETON ESTERILLA E=26-30CM [TORTA],M2,129880.0
13-06-23,LOSA CASETON ESTERILLA E=26-30CM,M2,108849.0
13-06-24,LOSA CASETON ESTERILLA E=21-25CM,M2,101808.0
13-06-25,LOSA CASETON ESTERILLA E=21-25CM [TORTA],M2,121868.0
13-06-26,LOSA CASETON ESTERILLA E=56-60CM 4000[T],M2,171161.0
13-06-27,LOSA CASETON ESTERILLA E=56-60CM 4000,M2,157817.0
13-07-01,LOSA CONCRETO MACIZA E= 8CM,M2,72468.0
13-07-02,LOSA CONCRETO MACIZA E=10CM,M2,85724.0
13-07-03,LOSA CONCRETO MACIZA E=12CM,M2,97159.0
13-07-04,LOSA CONCRETO MACIZA E=15CM,M2,119718.0
13-07-05,LOSA CONCRETO MACIZA E=20CM,M2,142362.0
13-07-06,LOSA CONCRETO MACIZA E=25CM,M2,160168.0
13-08-01,"ACERO ESTRUCTURAL A.S.T,M,A-36",KLS,9125.0
13-08-04,"LAMINA METALDECK 2"" CAL.20 COLABORANTE""",M2,43390.0
13-08-05,"LOSA CONCRETO STEEL DECK 2"" E=10.0-11.0C",M2,58708.0
13-08-06,"LOSA CONCRETO STELL DECK 3"" E=12.0-13.0C",M2,59800.0
13-08-07,"LAMINA METLADECK 2"" CAL.22 COLABORANTE""",M2,36090.0
13-08-08,"LAMINA METALDECK 2"" CAL.18 COLABORANTE""",M2,56668.0
13-08-09,"LAMINA METALDECK 2"" CAL.16 COLABORANTE""",M2,70168.0
13-08-10,"LAMINA METALDECK 3"" CAL.22 COLABORANTE""",M2,39606.0
13-08-11,"LAMINA METALDECK 3"" CAL.20 COLABORANTE""",M2,47006.0
13-08-12,"LAMINA METALDECK 3"" CAL.18 COLABORANTE""",M2,63684.0
13-08-13,"LAMINA METALDECK 3"" CAL.16 COLABORANTE""",M2,76384.0
13-08-14,"LOSA CONCRETO STEEL DECK 2"" E=11.1-12.0C",M2,62141.0
13-08-15,"LOSA CONCRETO STELL DECK 2"" E=12.1-13.0C",M2,65574.0
13-08-16,"LOSA CONCRETO STELL DECK 2"" E=13.1-14.0C",M2,69119.0
13-08-17,"LOSA CONCRETO STEEL DECK 2"" E=14.1-15.0C",M2,74209.0
13-08-18,"LOSA CONCRETO STELL DECK 3"" E=13.1-14.0C",M2,66906.0
13-08-19,"LOSA CONCRETO STELL DECK 3"" E=14.1-15.0C",M2,68688.0
13-09-01,PANTALLA EN CONCRETO 3100 PSI E=10-30CMS,M3,683370.0
13-09-05,PANTALLA EN CONCRETO 3500 PSI E=10-30CMS,M3,721214.0
13-09-12,PANTALLA EN CONCRETO 4000 PSI E=10-30CMS,M3,705266.0
13-10-01,"PERFORACION 1""21-30CM""",UND,10597.0
13-10-02,"PERFORACION ,1/2"" 21-30CM""",UND,7970.0
13-10-03,"PERFORACION ,5/8"" 21-30CM""",UND,9906.0
13-10-05,"PERFORACION ,5/8"" 31-40CM""",UND,13063.0
13-10-06,"PERFORACION ,5/8"" 35-40CM""",UND,0.0
13-10-08,"PERFORACION ,3/4"" 21-30CM""",UND,8323.0
13-10-10,"PERFORACION ,7/8"" 31-40CM""",UND,39823.0
13-10-11,"PERFORACION ,7/8"" 36-40CM""",UND,12001.0
13-10-15,"PERFORACION ,5/8"" 16-20CM""",UND,7801.0
13-10-16,"PERFORACION 1""31-40CM""",UND,14050.0
13-10-24,"PERFORACION ,7/8"" 21-30CM""",UND,9899.0
13-10-25,"PERFORACION ,3/4"" 31-40CM""",UND,10802.0
13-10-26,"PERFORACION ,1/2"" 31-40CM""",UND,10298.0
13-10-28,PERFORACION CONCRETO 7,UND,332768.0
13-11-14,"ANCLAJE HIERRO ,3/8""-PERF. ,1/2"" 10-15C",PTO,13126.0
13-11-15,"ANCLAJE HIERRO ,3/4""-PERF. ,7/8"" 16-20C",PTO,25276.0
13-11-16,"ANCLAJE HIERRO ,5/8""-PERF. ,3/4"" 10-15C",PTO,24722.0
13-11-17,"ANCLAJE HIERRO ,7/8""-PERF.1"" 21-25C",PTO,50388.0
13-11-18,"ANCLAJE HIERRO 1"" -PERF.1,1/4"" 21-25C",PTO,70024.0
13-11-19,"ANCLAJE HIERRO ,1/2""-PERF. ,5/8"" 10-15C",PTO,19579.0
13-11-25,"ANCLAJE HIERRO ,1/2""-PERF. ,3/4"" 21-25C",PTO,19354.0
13-12-01,ALZAPRIMADO LOSA(TABLERO-TACO METAL),DIA,1463.0
13-12-02,ALZAPRIMADO VIGA-VIGUETA (TABLERO-TACO),DIA,1463.0
13-12-03,BOMBEO CONCRETO A MAQUINA,M3,40500.0
13-12-06,ESCALERA CONCRETO 3000 PSI,M3,973577.0
13-12-07,MATERA CONCRETO [U],ML,338036.0
13-12-09,FORMALETA COLUMNA CIRCULAR D=35 CM,ML,81274.0
13-12-10,FORMALETA LOSAS DE AJEDREZ E=.10 4 CARAS,M2,12830.0
13-12-12,FORMALETA ENTREPISO /MES,M2,16607.0
13-12-13,ICOPOR JUNTA CONSTRUCCION E=2CM,ML,2719.0
13-12-14,CONCRETO MURO-DOVELAS 3100PSI-420MPA,M3,409772.0
13-12-15,CONCRETO MURO-DOVELAS 1500PSI-10.0MPA,M3,319784.0
13-12-16,CONCRETO.PREMEZCLADO 3100PSI-22.0MPA,M3,335000.0
13-12-17,ICOPOR JUNTA CONSTRUCCION E=4-5CM,ML,5932.0
13-12-18,FORMALETA GRADERIA A=50-60CM H=30-40CM,M2,87353.0
13-12-19,GRADERIA CONCRETO 3000PSI (VACIADO),M3,441973.0
13-12-20,ADICION PREMEZCLADO 4000 PSI-28.0MPA,M3,80000.0
13-13-01,TANQUE ELEVADO 3100 PSI,M3,1037544.0
13-13-02,TANQUE ENTERRADO CONCRETO 3000 PSI,M3,817453.0
13-13-03,MURO CONCRETO TANQUE ELEVADO 3000PSI,M3,781250.0
13-13-04,MURO CONCRETO TANQUE SUBTERRANEO 4000PSI,M3,849811.0
13-13-06,LOSA FONDO TANQUE ENTERRADO 4000PSI-28M,M3,540269.0
13-14-05,PERFIL IPE-360,ML,490429.0
13-14-06,PERFIL IPE-300,ML,383768.0
13-14-07,PERFIL IPE-240,ML,247917.0
13-14-08,ESTRUCTURA METALICA PERFIL IPE,KLS,8951.0
13-15-01,TUBO ESTRUCTURAL 76x 38x2.0MM,ML,45261.0
13-15-02,TUBO ESTRUCTURAL 100x100x6.3MM,ML,0.0
13-15-03,TUBO ESTRUCTURAL REDONDO 141X3.4MM,ML,66990.0
13-15-04,TUBO ESTRUCTURAL REDONDO 127X2.3MM,ML,59371.0
13-15-05,TUBO ESTRUCTURAL 76X38X1.0MM,ML,27111.0
14-01-01,BLOQUE VIGA A= 12 CM,ML,16929.0
14-01-02,BLOQUE VIGA A= 14 CM,ML,24954.0
14-01-03,MURO BLOQUE ESTRIADO FACHADAS LN14N,M2,60750.0
14-01-04,MURO BLOQUE SPLIT/PIEDRA EST.FACH LN14N,M2,55418.0
14-01-05,MURO BLOQUE CONCRETO 10x19x39CM,M2,46480.0
14-01-06,MURO BLOQUE CONCRETO 12x19x39CM,M2,48670.0
14-01-08,MURO BLOQUE CONCRETO 19x19x39CM,M2,67126.0
14-01-09,MURO CALADO CEMENTO,M2,82996.0
14-01-10,MURO CULATA BLOQUE CEMENTO12x19x39C,M2,51567.0
14-01-11,MURO CULATA BLOQUE CEMENTO14x19x39C,M2,58034.0
14-01-12,MURO CULATA BLOQUE CEMENTO19x19x39C,M2,70451.0
14-01-13,MURO CONTENCION KEYSTONE ESTANDAR,M2,401392.0
14-01-14,MURO CONTENCION KEYSTONE TAPA,UND,15900.0
14-01-15,MURO CONTENCION KEYSTONE MALLA TT-060,M2,17942.0
14-01-16,MURO CONTENCION KEYSTONE MALLA TT-090,M2,25113.0
14-01-17,MURO LADRILLO CONCRETO #12 12.0x 7.5x19,M2,49896.0
14-01-18,MURO LADRILLO CONCRETO #10 9.7x 6 x20,M2,0.0
14-02-01,ANTEPECHO CIRCULAR LADRILLO COMUN,M2,53068.0
14-02-02,ARCO MURO LAD.SOGA (6X11X24) R=1.0 MT,UND,111584.0
14-02-03,LAVATRAPEADOR LADRILLO - ENCHAPADO,UND,332485.0
14-02-04,MACHON LADRILLO LIMPIO E=.20 CM,ML,39160.0
14-02-05,MACHON LADRILLO LIMPIO E=.12 CM,ML,24514.0
14-02-06,MACHON LADRILLO COMUN SOGA,ML,20901.0
14-02-07,MURO BLOQUE ESTRUCT.CERAMICO 12X20X30,M2,64355.0
14-02-08,MURO BLOQUE ESTRUCT.CERAMICO 10X12X29,M2,62597.0
14-02-09,MURO CALADO GRESS,M2,73286.0
14-02-10,MURO CALADO LAD.LIMPIO,M2,55351.0
14-02-11,MURO CULATA LAD.SOGA SUCIO,M2,57658.0
14-02-12,MURO CULATA LAD.SOGA SUCIO REVITADO,M2,60942.0
14-02-13,MURO CULATA LAD.TIZON SUCIO [1C],M2,112115.0
14-02-14,MURO CULATA LAD.TIZON SUCIO [2C],M2,113998.0
14-02-15,MURO LAD.SOGA LIMPIO,ML,26490.0
14-02-16,MURO LAD.SOGA LIMPIO 1C,M2,52554.0
14-02-17,MURO LAD.SOGA LIMPIO 2C,M2,54466.0
14-02-18,MURO LAD.SOGA LIMPIO REVITADO [1C],M2,54944.0
14-02-19,MURO LAD.SOGA LIMPIO REVITADO [2C],M2,55661.0
14-02-20,MURO LAD.SOGA SUCIO,M2,48104.0
14-02-21,MURO LAD.SOGA SUCIO (8x11x20),ML,25579.0
14-02-22,MURO LAD.SOGA SUCIO REVITADO [1C],M2,52165.0
14-02-23,MURO LAD.SOGA SUCIO [2C],M2,53361.0
14-02-25,MURO LAD.TIZON LIMPIO[1C],M2,97227.0
14-02-26,MURO LAD.TIZON LIMPIO[2C],M2,97705.0
14-02-27,MURO LAD.TIZON LIMPIO REVITADO (2C),M2,99139.0
14-02-28,MURO LAD.TIZON LIMPIO REVITADO [1C],M2,98422.0
14-02-29,MURO LAD.TIZON SUCIO,M2,83618.0
14-02-30,MURO LAD.TIZON SUCIO,ML,40375.0
14-02-31,MURO LAD.TIZON SUCIO REVITADO [1C],M2,84096.0
14-02-32,MURO LAD.TIZON SUCIO REVITADO [2C],M2,84813.0
14-02-33,MURO CULATA LAD.SOGA LIMPIO 2C,M2,56181.0
14-02-34,MURO LAD.SOGA SUCIO (8x12x24),M2,35352.0
14-02-36,MURO CULATA LAD.SOGA LIMPIO-REVITADO 2C,M2,64462.0
14-02-37,MURO LAD.SOGA SUCIO (7x13x26)PRE.REV-2C,M2,41245.0
14-02-38,MURO CULATA BLOQUE ESTR.CERAM. 10x12x29C,M2,69340.0
14-02-39,MURO BLOQUE ESTRUCT.CERAMICO 12X20X30,ML,33161.0
14-03-01,ALFAGIA BLOQUE CONCRETO 10x19x39 CM,ML,34448.0
14-03-02,ALFAGIA BLOQUE LADRILLO LIMPIO,ML,30723.0
14-03-03,ALFAGIA CONCRETO A=15-20CM,ML,56505.0
14-03-05,ALFAGIA CONCRETO A=31-40CM,ML,74848.0
14-03-06,ALFAGIA CONCRETO A=41-50CM,ML,76519.0
14-03-07,ALFAGIA CONCRETO A=51-60CM,ML,88187.0
14-03-08,ALFAGIA LADRILLO COMUN,ML,27389.0
14-03-09,ALFAGIA LADRILLO LIMPIO,ML,29366.0
