codigo_recurso,descripcion_recurso,unidad_recurso,cantidad_recurso,desper,vr_unitario,vr_parcial,codigo_analisis
005028,ADAP.H PRS PVC .1/2,UND,2.0,0.0,2300.0,4600.0,04-08-95
005118,"""REGIST/CORTE BRONCE D=1/2",UND,1.0,0.0,14917.0,14917.0,04-08-95
005145,"""MANGUERA PF+UAD 1/2""""""",ML,6.0,0.0,1165.0,6990.0,04-08-95
005146,"""REGIST.DE CORTE BRONC.1/2",UND,1.0,0.0,25752.0,25752.0,04-08-95
005147,"""LLAVE PASO .1/2"""" BRONCE",UND,1.0,0.0,18000.0,18000.0,04-08-95
005148,CODO PRS.1/2x90,UND,1.0,0.0,2480.0,2480.0,04-08-95
005149,COLLAR DERIVACION 4 X1-2,UND,1.0,0.0,21900.0,21900.0,04-08-95
MOIS02,MANO OBRA HIDRO1 AYUDANTE - 1 OFI+10 A2,HC,1.0,0.0,35087.0,35087.0,04-08-95
MQ0301,HERRAMIENTA MENOR,GLB,0.1,0.0,1600.0,160.0,04-08-95
000052,ADAP.H PRS PVC .1/2,UND,1.0,0.0,400.0,400.0,04-08-96
005028,ADAP.H PRS PVC .1/2,UND,2.0,0.0,2300.0,4600.0,04-08-96
005118,"""REGIST/CORTE BRONCE D=1/2",UND,1.0,0.0,14917.0,14917.0,04-08-96
005145,"""MANGUERA PF+UAD 1/2""""""",ML,6.0,0.0,1165.0,6990.0,04-08-96
005147,"""LLAVE PASO .1/2"""" BRONCE",UND,1.0,0.0,18000.0,18000.0,04-08-96
005148,CODO PRS.1/2x90,UND,1.0,0.0,2480.0,2480.0,04-08-96
005150,COLLAR DERIVACION 3 X1-2,UND,1.0,0.0,19285.0,19285.0,04-08-96
MOIS02,MANO OBRA HIDRO1 AYUDANTE - 1 OFI+10 A2,HC,1.0,0.0,35087.0,35087.0,04-08-96
MQ0301,HERRAMIENTA MENOR,GLB,0.1,0.0,1600.0,160.0,04-08-96
000052,ADAP.H PRS PVC .1/2,UND,1.0,0.0,400.0,400.0,04-08-97
005028,ADAP.H PRS PVC .1/2,UND,2.0,0.0,2300.0,4600.0,04-08-97
005118,"""REGIST/CORTE BRONCE D=1/2",UND,1.0,0.0,14917.0,14917.0,04-08-97
005145,"""MANGUERA PF+UAD 1/2""""""",ML,6.0,0.0,1165.0,6990.0,04-08-97
005147,"""LLAVE PASO .1/2"""" BRONCE",UND,1.0,0.0,18000.0,18000.0,04-08-97
005148,CODO PRS.1/2x90,UND,1.0,0.0,2480.0,2480.0,04-08-97
005151,COLLAR DERIVACION 2 X 1-,UND,1.0,0.0,13010.0,13010.0,04-08-97
MOIS02,MANO OBRA HIDRO1 AYUDANTE - 1 OFI+10 A2,HC,1.0,0.0,35087.0,35087.0,04-08-97
MQ0301,HERRAMIENTA MENOR,GLB,0.1,0.0,1600.0,160.0,04-08-97
000869,CODO PRS.3/4x90,UND,1.0,0.0,800.0,800.0,04-08-99
003743,"""VALVULA C.ELASTICO .3/4""",UND,1.0,0.0,30700.0,30700.0,04-08-99
005890,ADAP.H PRS PVC .3/4,UND,1.0,0.0,700.0,700.0,04-08-99
005891,ADAP.H PRS PVC .3/4,UND,2.0,0.0,1900.0,3800.0,04-08-99
005892,"""REGIST CORTE BRONCE D=3/4",UND,1.0,0.0,59999.0,59999.0,04-08-99
005893,"""MANGUERA PF+UAD 3/4""""""",ML,6.0,0.0,2161.0,12966.0,04-08-99
005895,"""LLAVE DE INCORPO. 3/4""""""",UND,1.0,0.0,48300.0,48300.0,04-08-99
MOIS02,MANO OBRA HIDRO1 AYUDANTE - 1 OFI+10 A2,HC,1.0,0.0,35087.0,35087.0,04-08-99
MQ0301,HERRAMIENTA MENOR,GLB,0.1,0.0,1600.0,160.0,04-08-99
000073,ADAP.M PRS PVC 2,UND,2.0,0.0,5500.0,11000.0,04-14-03
000919,MOTOBOMBA 2.0HP 100-GPM,UND,1.0,0.0,595000.0,595000.0,04-14-03
001587,LIMPIADOR PVC 300GRMS,UND,0.1,0.0,24900.0,2490.0,04-14-03
002501,"SOLDADURA PVC ,1/ 8 GLN",UND,0.08,0.0,35500.0,2840.0,04-14-03
004608,CINTA TEFLON 3-4 10 MTS,UND,0.05,0.0,7900.0,395.0,04-14-03
MOIS02,MANO OBRA HIDRO1 AYUDANTE - 1 OFI+10 A2,HC,3.0,0.0,35087.0,105261.0,04-14-03
000060,ADAP.H PRS PVC 4,UND,2.0,0.0,37700.0,75400.0,04-14-10
001021,MOTOBOMBA 12.0HP 220/440V,UND,1.0,0.0,3712000.0,3712000.0,04-14-10
005072,"""PERNO ,3/8 x 3"""" EXPANSI",UND,8.0,0.0,3598.0,28784.0,04-14-10
MOAG11,MANO OBRA ALBANILERIA 1 AYUDANTE-1 OFI,HC,1.2,0.0,23896.0,28675.0,04-14-10
MOIS01,MANO OBRA HIDROSANIT. 1 AYUDANTE-1 OFI,HC,4.0,0.0,25391.0,101564.0,04-14-10
000121,BOMBA Q=400 H=150PSI+JOCKE,UND,1.0,0.0,13920000.0,13920000.0,04-14-11
MOIS02,MANO OBRA HIDRO1 AYUDANTE - 1 OFI+10 A2,HC,10.0,0.0,35087.0,350870.0,04-14-11
MQ0301,HERRAMIENTA MENOR,GLB,5.0,0.0,1600.0,8000.0,04-14-11
005785,"""TUBO DRE 2"""" PERFO FILT",ML,1.0,0.0,78416.0,78416.0,04-35-01
004942,"""VAL CHEQ/CORT/BRONC D=3""""",UND,1.0,0.0,98325.0,98325.0,04-81-01
005781,"""VALVULA CHEQUE FLANCHADA3",UND,1.0,0.0,504600.0,504600.0,04-81-02
005780,VALVULA CHEQUE FLANCHADA,UND,1.0,0.0,597400.0,597400.0,04-81-02
004553,CABLE UTP CATEGORIA 5 4P,ML,1.0,5.0,1885.0,1979.0,05-01-02
MOIE01,MANO OBRA ELECTRICAS1 AYUDANTE-1 OFI,HC,0.04,0.0,33455.0,1338.0,05-01-02
MQ0301,HERRAMIENTA MENOR,GLB,0.01,0.0,1600.0,16.0,05-01-02
004024,CABLE CU ENCAUCH 2x18,ML,1.0,5.0,1334.0,1401.0,05-01-06
MOIE01,MANO OBRA ELECTRICAS1 AYUDANTE-1 OFI,HC,0.04,0.0,33455.0,1338.0,05-01-06
MQ0301,HERRAMIENTA MENOR,GLB,0.01,0.0,1600.0,16.0,05-01-06
004559,CABLE TELEFONICO 2 PARES,ML,1.0,5.0,558.0,586.0,05-01-08
MOIE01,MANO OBRA ELECTRICAS1 AYUDANTE-1 OFI,HC,0.04,0.0,33455.0,1338.0,05-01-08
MQ0301,HERRAMIENTA MENOR,GLB,0.01,0.0,1600.0,16.0,05-01-08
004560,CABLE TELEFONICO 4 PARES,ML,1.0,5.0,814.0,855.0,05-01-09
MOIE01,MANO OBRA ELECTRICAS1 AYUDANTE-1 OFI,HC,0.04,0.0,33455.0,1338.0,05-01-09
MQ0301,HERRAMIENTA MENOR,GLB,0.01,0.0,1600.0,16.0,05-01-09
004564,CABLE TV COAXIAL,ML,1.0,5.0,814.0,855.0,05-01-13
MOIE01,MANO OBRA ELECTRICAS1 AYUDANTE-1 OFI,HC,0.04,0.0,33455.0,1338.0,05-01-13
MQ0301,HERRAMIENTA MENOR,GLB,0.01,0.0,1600.0,16.0,05-01-13
005979,CABLE 2X22 DUPLEX THWN,ML,1.0,0.0,568.0,568.0,05-01-16
MOIE01,MANO OBRA ELECTRICAS1 AYUDANTE-1 OFI,HC,0.01,0.0,33455.0,335.0,05-01-16
MQ0301,HERRAMIENTA MENOR,GLB,0.01,0.0,1600.0,16.0,05-01-16
1277,CABLE UTP CAT 6A,ML,1.0,0.0,2300.0,2300.0,05-01-17
MOTE01,MANO OBRA TELECOMUNIC. 1 AYUD-1 TECNICO,HC,0.05,0.0,25263.0,1263.0,05-01-17
MQ0301,HERRAMIENTA MENOR,GLB,0.05,0.0,1600.0,80.0,05-01-17
002511,"SOLDADURA PVC ,1/ 4 GLN",UND,0.003,2.0,85900.0,263.0,05-02-06
004024,CABLE CU ENCAUCH 2x18,ML,1.0,1.0,1334.0,1347.0,05-02-06
004051,"""TERMINAL PVC ,1/2""""""",UND,0.25,0.0,493.0,123.0,05-02-06
004058,"""CURVA PVC ,1/2""""""",UND,0.33,0.0,1163.0,384.0,05-02-06
004066,LIMPIADOR PVC 760-G 1/4 GL,UND,0.003,2.0,43200.0,132.0,05-02-06
004068,"""TUBO PVC,1/2"""" X 3 MTS",UND,0.33,0.0,6565.0,2166.0,05-02-06
MOIE01,MANO OBRA ELECTRICAS 1 AYUDANTE-1 OFI,HC,0.16,0.0,33455.0,5353.0,05-02-06
MQ0301,HERRAMIENTA MENOR,GLB,0.03,0.0,1600.0,48.0,05-02-06
002511,"SOLDADURA PVC ,1/ 4 GLN",UND,0.003,2.0,85900.0,263.0,05-02-08
004051,"""TERMINAL PVC ,1/2""""""",UND,0.25,0.0,493.0,123.0,05-02-08
004058,"""CURVA PVC ,1/2""""""",UND,0.33,0.0,1163.0,384.0,05-02-08
004066,LIMPIADOR PVC 760-G 1/4 GL,UND,0.003,2.0,43200.0,132.0,05-02-08
004068,"""TUBO PVC,1/2"""" X 3 MTS",UND,0.33,10.0,6565.0,2383.0,05-02-08
004559,CABLE TELEFONICO 2 PARES,ML,1.0,5.0,558.0,586.0,05-02-08
MOIE01,MANO OBRA ELECTRICAS 1 AYUDANTE-1 OFI,HC,0.16,0.0,33455.0,5353.0,05-02-08
MQ0301,HERRAMIENTA MENOR,GLB,0.03,0.0,1600.0,48.0,05-02-08
002511,"SOLDADURA PVC ,1/ 4 GLN",UND,0.003,2.0,85900.0,263.0,05-02-09
004051,"""TERMINAL PVC ,1/2""""""",UND,0.25,0.0,493.0,123.0,05-02-09
004058,"""CURVA PVC ,1/2""""""",UND,0.33,0.0,1163.0,384.0,05-02-09
004066,LIMPIADOR PVC 760-G 1/4 GL,UND,0.003,2.0,43200.0,132.0,05-02-09
004068,"""TUBO PVC,1/2"""" X 3 MTS",UND,0.33,10.0,6565.0,2383.0,05-02-09
004560,CABLE TELEFONICO 4 PARES,ML,1.0,5.0,814.0,855.0,05-02-09
MOIE01,MANO OBRA ELECTRICAS 1 AYUDANTE-1 OFI,HC,0.16,0.0,33455.0,5353.0,05-02-09
MQ0301,HERRAMIENTA MENOR,GLB,0.03,0.0,1600.0,48.0,05-02-09
002511,"SOLDADURA PVC ,1/ 4 GLN",UND,0.003,2.0,85900.0,263.0,05-02-13
004051,"""TERMINAL PVC ,1/2""""""",UND,0.25,0.0,493.0,123.0,05-02-13
004058,"""CURVA PVC ,1/2""""""",UND,0.33,0.0,1163.0,384.0,05-02-13
004066,LIMPIADOR PVC 760-G 1/4 GL,UND,0.003,2.0,43200.0,132.0,05-02-13
004068,"""TUBO PVC,1/2"""" X 3 MTS",UND,0.33,10.0,6565.0,2383.0,05-02-13
004564,CABLE TV COAXIAL,ML,1.0,5.0,814.0,855.0,05-02-13
MOIE01,MANO OBRA ELECTRICAS 1 AYUDANTE-1 OFI,HC,0.16,0.0,33455.0,5353.0,05-02-13
MQ0301,HERRAMIENTA MENOR,GLB,0.03,0.0,1600.0,48.0,05-02-13
004211,TOMA TEL.REF DOBLE COLOMBI,UND,1.0,0.0,7296.0,7296.0,05-03-03
MOIE01,MANO OBRA ELECTRICAS 1 AYUDANTE-1 OFI,HC,0.2,0.0,33455.0,6691.0,05-03-03
004203,STRIP 40-80 PARES,UND,1.0,0.0,75057.0,75057.0,05-03-05
MOIE01,MANO OBRA ELECTRICAS1 AYUDANTE-1 OFI,HC,3.0,0.0,33455.0,100365.0,05-03-05
MQ0301,HERRAMIENTA MENOR,GLB,0.1,0.0,1600.0,160.0,05-03-05
005298,CONCENTRADOR 24 PUERTOS,UND,1.0,0.0,1160000.0,1160000.0,05-04-01
MOIE02,MANO OBRA ELECTRICAS2 AYUDANTE-1 OFI,HC,10.0,0.0,45540.0,455400.0,05-04-01
MQ0301,HERRAMIENTA MENOR,GLB,0.3,0.0,1600.0,480.0,05-04-01
005297,CONCENTRADOR 16 PUERTOS,UND,1.0,0.0,696000.0,696000.0,05-04-02
MOIE02,MANO OBRA ELECTRICAS2 AYUDANTE-1 OFI,HC,10.0,0.0,45540.0,455400.0,05-04-02
MQ0301,HERRAMIENTA MENOR,GLB,0.5,0.0,1600.0,800.0,05-04-02
005294,"""ORGANIZADOR CABLES 19""""""",UND,1.0,0.0,40600.0,40600.0,05-04-05
MOIE02,MANO OBRA ELECTRICAS2 AYUDANTE-1 OFI,HC,1.0,0.0,45540.0,45540.0,05-04-05
MQ0301,HERRAMIENTA MENOR,GLB,0.3,0.0,1600.0,480.0,05-04-05
005293,PATCH CORD 5 PIES CAT 5E,UND,1.0,0.0,8460.0,8460.0,05-04-06
MOIE01,MANO OBRA ELECTRICAS1 AYUDANTE-1 OFI,HC,0.04,0.0,33455.0,1338.0,05-04-06
MQ0301,HERRAMIENTA MENOR,GLB,0.1,0.0,1600.0,160.0,05-04-06
005292,PATCH CORD 10 PIES CAT 5E,UND,1.0,0.0,11464.0,11464.0,05-04-07
MOIE01,MANO OBRA ELECTRICAS1 AYUDANTE-1 OFI,HC,0.04,0.0,33455.0,1338.0,05-04-07
MQ0301,HERRAMIENTA MENOR,GLB,0.1,0.0,1600.0,160.0,05-04-07
005291,PATCH PANEL 48 PUNTOS 5E,UND,1.0,0.0,692961.0,692961.0,05-04-08
MOIE02,MANO OBRA ELECTRICAS2 AYUDANTE-1 OFI,HC,10.0,0.0,45540.0,455400.0,05-04-08
MQ0301,HERRAMIENTA MENOR,GLB,10.0,0.0,1600.0,16000.0,05-04-08
005287,TOMA DOBLE RJ45-5E,UND,1.0,0.0,38000.0,38000.0,05-04-13
MOTE01,MANO OBRA TELECOMUNIC. 1 AYUD-1 TECNICO,HC,1.4,0.0,25263.0,35368.0,05-04-13
MQ0301,HERRAMIENTA MENOR,GLB,1.5,0.0,1600.0,2400.0,05-04-13
005751,PATCH PANEL 24 PUNTOS 5E,UND,1.0,0.0,480800.0,480800.0,05-04-14
MOIE01,MANO OBRA ELECTRICAS1 AYUDANTE-1 OFI,HC,10.0,0.0,33455.0,334550.0,05-04-14
MQ0301,HERRAMIENTA MENOR,GLB,10.0,0.0,1600.0,16000.0,05-04-14
005754,"""RACK METALICO CERRADO 15""",UND,1.0,0.0,300000.0,300000.0,05-04-15
MOIE01,MANO OBRA ELECTRICAS1 AYUDANTE-1 OFI,HC,5.0,0.0,33455.0,167275.0,05-04-15
MQ0301,HERRAMIENTA MENOR,GLB,10.0,0.0,1600.0,16000.0,05-04-15
005753,PATCH CORD 3 PIES CAT 5E,UND,1.0,5.0,7183.0,7542.0,05-04-16
MOIE01,MANO OBRA ELECTRICAS1 AYUDANTE-1 OFI,HC,0.04,0.0,33455.0,1338.0,05-04-16
MQ0301,HERRAMIENTA MENOR,GLB,0.1,0.0,1600.0,160.0,05-04-16
005756,CANALETA DIVISION 6X4X240,UND,0.425,1.0,22900.0,9830.0,05-04-18
2229,"""CHAZO PLASTICO .5/16""""""",UND,1.0,0.0,518.0,518.0,05-04-18
MOIE01,MANO OBRA ELECTRICAS1 AYUDANTE-1 OFI,HC,0.4,0.0,33455.0,13382.0,05-04-18
MQ0301,HERRAMIENTA MENOR,GLB,0.2,0.0,1600.0,320.0,05-04-18
005762,CANALETA METALICA 10X4X240,UND,1.0,5.0,51314.0,53880.0,05-04-19
MOIE01,MANO OBRA ELECTRICAS1 AYUDANTE-1 OFI,HC,0.5,0.0,33455.0,16728.0,05-04-19
MQ0301,HERRAMIENTA MENOR,GLB,1.0,0.0,1600.0,1600.0,05-04-19
MOIE01,MANO OBRA ELECTRICAS1 AYUDANTE-1 OFI,HC,0.35,0.0,33455.0,11709.0,05-04-20
MQ0301,HERRAMIENTA MENOR,GLB,0.5,0.0,1600.0,800.0,05-04-20
005295,"""MUEBLE RACK 19""""X43"""" CER",UND,1.0,0.0,590440.0,590440.0,05-04-24
MOIE01,MANO OBRA ELECTRICAS1 AYUDANTE-1 OFI,HC,6.0,0.0,33455.0,200730.0,05-04-24
MQ0301,HERRAMIENTA MENOR,GLB,10.0,0.0,1600.0,16000.0,05-04-24
005775,GABINETE LUJO CABINADO,UND,1.0,0.0,590440.0,590440.0,05-04-24
MOIE01,MANO OBRA ELECTRICAS1 AYUDANTE-1 OFI,HC,6.0,0.0,33455.0,200730.0,05-04-24
MQ0301,HERRAMIENTA MENOR,GLB,10.0,0.0,1600.0,16000.0,05-04-24
005911,CANALETA PLASTICA 10X4.5X2,UND,1.0,0.0,49090.0,49090.0,05-04-26
2229,"""CHAZO PLASTICO .5/16""""""",UND,2.0,0.0,518.0,1036.0,05-04-26
6141,CANALETA PVC SEPARADOR 100,UND,1.0,0.0,7640.0,7640.0,05-04-26
6142,CANALETA RETENEDOR 100X45,UND,2.0,0.0,360.0,720.0,05-04-26
MOIE01,MANO OBRA ELECTRICAS1 AYUDANTE-1 OFI,HC,0.4,0.0,33455.0,13382.0,05-04-26
MQ0301,HERRAMIENTA MENOR,GLB,0.5,0.0,1600.0,800.0,05-04-26
005912,CODO 10X4.5 CM TA23/3P1,UND,1.0,0.0,18757.0,18757.0,05-04-27
MOIE01,MANO OBRA ELECTRICAS1 AYUDANTE-1 OFI,HC,0.15,0.0,33455.0,5018.0,05-04-27
MQ0301,HERRAMIENTA MENOR,GLB,0.4,0.0,1600.0,640.0,05-04-27
005913,DERIVACION EN T 10X4.5 CM,UND,1.0,0.0,20348.0,20348.0,05-04-28
MOIE01,MANO OBRA ELECTRICAS1 AYUDANTE-1 OFI,HC,0.25,0.0,33455.0,8364.0,05-04-28
MQ0301,HERRAMIENTA MENOR,GLB,0.5,0.0,1600.0,800.0,05-04-28
005914,CANALETA DE PISO 3 CEP 13C,UND,1.0,0.0,8760.0,8760.0,05-04-29
MOIE01,MANO OBRA ELECTRICAS1 AYUDANTE-1 OFI,HC,0.8,0.0,33455.0,26764.0,05-04-29
MQ0301,HERRAMIENTA MENOR,GLB,1.0,0.0,1600.0,1600.0,05-04-29
005915,DUCTO PORTACABLE 20X7.5Y10,UND,1.0,0.0,46168.0,46168.0,05-04-30
MOIE01,MANO OBRA ELECTRICAS1 AYUDANTE-1 OFI,HC,0.8,0.0,33455.0,26764.0,05-04-30
MQ0301,HERRAMIENTA MENOR,GLB,1.0,0.0,1600.0,1600.0,05-04-30
005916,CODO METALICO 20X7.5CM,UND,1.0,0.0,62060.0,62060.0,05-04-31
MOIE01,MANO OBRA ELECTRICAS1 AYUDANTE-1 OFI,HC,0.25,0.0,33455.0,8364.0,05-04-31
MQ0301,HERRAMIENTA MENOR,GLB,0.5,0.0,1600.0,800.0,05-04-31
005917,"""CORAZA PLASTICA 1 1/2"""" U",UND,1.0,0.0,20845.0,20845.0,05-04-32
MQ0301,HERRAMIENTA MENOR,GLB,0.5,0.0,1600.0,800.0,05-04-32
1283,FACEPLATE RJ45 2 PUERTOS,UND,1.0,0.0,21500.0,21500.0,05-04-33
4076,CAJA 2x 4PVC,UND,1.0,0.0,2296.0,2296.0,05-04-33
MOTE01,MANO OBRA TELECOMUNIC. 1 AYUD-1 TECNICO,HC,0.15,0.0,25263.0,3789.0,05-04-33
2647,FACE PLATE RJA45-4 PUERTOS,UND,1.0,0.0,25000.0,25000.0,05-04-34
4076,CAJA 2x 4PVC,UND,1.0,0.0,2296.0,2296.0,05-04-34
MOTE01,MANO OBRA TELECOMUNIC. 1 AYUD-1 TECNICO,HC,0.15,0.0,25263.0,3789.0,05-04-34
2646,FACEPLATE RJA45 1 PUERTO,UND,1.0,0.0,19500.0,19500.0,05-04-35
4076,CAJA 2x 4PVC,UND,1.0,0.0,2296.0,2296.0,05-04-35
MOTE01,MANO OBRA TELECOMUNIC. 1 AYUD-1 TECNICO,HC,0.15,0.0,25263.0,3789.0,05-04-35
1319,TERMINAL JACK RJ45 CAT 6A,UND,1.0,0.0,28500.0,28500.0,05-04-36
1331,TERMINAL JACK RJ45 6A HERR,UND,1.0,0.0,14900.0,14900.0,05-04-36
MOTE01,MANO OBRA TELECOMUNIC. 1 AYUD-1 TECNICO,HC,1.6,0.0,25263.0,40421.0,05-04-36
MQ0301,HERRAMIENTA MENOR,GLB,1.5,0.0,1600.0,2400.0,05-04-36
1474,PATCH PANEL 24 P-CAT 6A RA,UND,1.0,0.0,145000.0,145000.0,05-04-37
MOTE01,MANO OBRA TELECOMUNIC. 1 AYUD-1 TECNICO,HC,1.0,0.0,25263.0,25263.0,05-04-37
MQ0301,HERRAMIENTA MENOR,GLB,2.0,0.0,1600.0,3200.0,05-04-37
6054,PATH PANEL 48 PUERTOS C 6A,UND,1.0,0.0,1326000.0,1326000.0,05-04-39
MOTE02,MANO OBRA TELECOMUNIC. 2 AYUD-1 TECNICO,HC,10.0,0.0,32960.0,329600.0,05-04-39
MQ0301,HERRAMIENTA MENOR,GLB,10.0,0.0,1600.0,16000.0,05-04-39
6060,PATH PANEL 24 PUERTOS C 6A,UND,1.0,0.0,680000.0,680000.0,05-04-40
MOTE02,MANO OBRA TELECOMUNIC. 2 AYUD-1 TECNICO,HC,5.0,0.0,32960.0,164800.0,05-04-40
MQ0301,HERRAMIENTA MENOR,GLB,5.0,0.0,1600.0,8000.0,05-04-40
1319,TERMINAL JACK RJ45 CAT 6A,UND,1.0,0.0,28500.0,28500.0,05-04-41
MOTE01,MANO OBRA TELECOMUNIC. 1 AYUD-1 TECNICO,HC,1.6,0.0,25263.0,40421.0,05-04-41
MQ0301,HERRAMIENTA MENOR,GLB,1.0,0.0,1600.0,1600.0,05-04-41
004088,"""GRAPA GALV-GRUESA 3/4""""""",UND,3.0,0.0,662.0,1986.0,05-04-42
005935,"""ADAPTADOR EMT .3/4""""""",UND,2.0,0.0,1219.0,2438.0,05-04-42
005936,"""UNION 3/4"""" EMT""",UND,2.0,0.0,3200.0,6400.0,05-04-42
005937,"""CURVA EMT MET ,3/4""""""",UND,1.0,0.0,1775.0,1775.0,05-04-42
005939,"""TUBO EMT 3/4""""X 3 MT""",UND,1.0,20.0,23900.0,28680.0,05-04-42
1277,CABLE UTP CAT 6A,ML,3.0,0.0,2300.0,6900.0,05-04-42
4163,CAJA GALV. 4x4,UND,1.0,0.0,945.0,945.0,05-04-42
MOIE01,MANO OBRA ELECTRICAS1 AYUDANTE-1 OFI,HC,0.6,0.0,33455.0,20073.0,05-04-42
MQ0301,HERRAMIENTA MENOR,GLB,0.1,0.0,1600.0,160.0,05-04-42
004714,ANTENA ESPINA DE PESCADO,UND,1.0,0.0,65000.0,65000.0,05-05-02
MOIE01,MANO OBRA ELECTRICAS1 AYUDANTE-1 OFI,HC,2.5,0.0,33455.0,83638.0,05-05-02
MQ0301,HERRAMIENTA MENOR,GLB,0.03,0.0,1600.0,48.0,05-05-02
005279,MASTIL ANTENA X2MTS,UND,1.0,0.0,60000.0,60000.0,05-05-03
005280,BASE MAMPOSTERIA,GL,1.0,0.0,13570.0,13570.0,05-05-03
MOIE01,MANO OBRA ELECTRICAS1 AYUDANTE-1 OFI,HC,1.8,0.0,33455.0,60219.0,05-05-03
MQ0301,HERRAMIENTA MENOR,GLB,0.2,0.0,1600.0,320.0,05-05-03
005278,TOMA TV USA-DERIVACION,UND,1.0,0.0,11890.0,11890.0,05-05-20
MOIE01,MANO OBRA ELECTRICAS1 AYUDANTE-1 OFI,HC,0.2,0.0,33455.0,6691.0,05-05-20
MQ0301,HERRAMIENTA MENOR,GLB,0.1,0.0,1600.0,160.0,05-05-20
005269,PARLANTE,UND,1.0,0.0,75000.0,75000.0,05-06-08
MOIE01,MANO OBRA ELECTRICAS1 AYUDANTE-1 OFI,HC,1.4,0.0,33455.0,46837.0,05-06-08
MQ0301,HERRAMIENTA MENOR,GLB,0.2,0.0,1600.0,320.0,05-06-08
005267,REJILLA CIRCULAR BLANCA,UND,1.0,0.0,2900.0,2900.0,05-06-10
MOIE01,MANO OBRA ELECTRICAS1 AYUDANTE-1 OFI,HC,1.2,0.0,33455.0,40146.0,05-06-10
MQ0301,HERRAMIENTA MENOR,GLB,0.2,0.0,1600.0,320.0,05-06-10
005300,PULSADOR TIMBRE AX040M,UND,1.0,0.0,4559.0,4559.0,05-09-03
MOIE01,MANO OBRA ELECTRICAS 1 AYUDANTE-1 OFI,HC,0.2,0.0,33455.0,6691.0,05-09-03
MQ0301,HERRAMIENTA MENOR,GLB,0.1,0.0,1600.0,160.0,05-09-03
002511,"SOLDADURA PVC ,1/ 4 GLN",UND,0.001,2.0,85900.0,88.0,05-09-04
004066,LIMPIADOR PVC 760-G 1/4 GL,UND,0.001,2.0,43200.0,44.0,05-09-04
004076,CAJA 2x 4PVC,UND,1.0,0.0,2296.0,2296.0,05-09-04
005539,CANALETA LISA 20x12MMx2MT,UND,0.5,5.0,3712.0,1949.0,05-09-04
MOIE01,MANO OBRA ELECTRICAS 1 AYUDANTE-1 OFI,HC,0.5,0.0,33455.0,16728.0,05-09-04
MQ0301,HERRAMIENTA MENOR,GLB,0.956,0.0,1600.0,1530.0,05-09-04
004257,"""BANDA SENCILLA 4""""""",UND,1.0,0.0,12500.0,12500.0,05-09-12
005461,SIRENA 110 VOLTIOS,UND,1.0,0.0,25682.0,25682.0,05-09-12
005462,FUSIBLE AEREO,UND,1.0,0.0,900.0,900.0,05-09-12
MOIE01,MANO OBRA ELECTRICAS 1 AYUDANTE-1 OFI,HC,0.35,0.0,33455.0,11709.0,05-09-12
MQ0301,HERRAMIENTA MENOR,GLB,4.1,0.0,1600.0,6560.0,05-09-12
005776,FUSIBLE AEREO ALARMA,UND,1.0,0.0,2885.0,2885.0,05-09-13
MOIE01,MANO OBRA ELECTRICAS 1 AYUDANTE-1 OFI,HC,0.11,0.0,33455.0,3680.0,05-09-13
MQ0301,HERRAMIENTA MENOR,GLB,0.31,0.0,1600.0,496.0,05-09-13
005976,PANEL DE CONTROL PANTALLA,UND,1.0,0.0,591600.0,591600.0,05-09-14
MOIE03,MANO OBRA ING.ELECTR 3 AYUD-1 OFI-1 PROF,HC,0.2,0.0,105059.0,21012.0,05-09-14
MQ0301,HERRAMIENTA MENOR,GLB,0.1,0.0,1600.0,160.0,05-09-14
005977,DISCADOR TELEFONICO 8 NROS,UND,1.0,0.0,278400.0,278400.0,05-09-15
MOIE03,MANO OBRA ING.ELECTR 3 AYUD-1 OFI-1 PROF,HC,0.2,0.0,105059.0,21012.0,05-09-15
MQ0301,HERRAMIENTA MENOR,GLB,0.1,0.0,1600.0,160.0,05-09-15
005978,INTERRUPTOR CINTA FOTOLUMI,UND,1.0,0.0,6032.0,6032.0,05-09-16
MOIE03,MANO OBRA ING.ELECTR 3 AYUD-1 OFI-1 PROF,HC,0.05,0.0,105059.0,5253.0,05-09-16
MQ0301,HERRAMIENTA MENOR,GLB,0.1,0.0,1600.0,160.0,05-09-16
005233,UPS 2000VA/C.B/TRA.AIS,UND,1.0,0.0,4200000.0,4200000.0,05-10-05
MOIE02,MANO OBRA ELECTRICAS 2 AYUDANTE-1 OFI,HC,14.0,0.0,45540.0,637560.0,05-10-05
MQ0301,HERRAMIENTA MENOR,GLB,0.2,0.0,1600.0,320.0,05-10-05
005767,TABLERO MINIGRAMA 12 CTOS,UND,1.0,0.0,84345.0,84345.0,05-10-08
MOIE01,MANO OBRA ELECTRICAS 1 AYUDANTE-1 OFI,HC,2.5,0.0,33455.0,83638.0,05-10-08
MQ0301,HERRAMIENTA MENOR,GLB,1.0,0.0,1600.0,1600.0,05-10-08
005768,MINIBREAKER 1 A 4 AMPERIOS,UND,1.0,0.0,27388.0,27388.0,05-10-09
MOIE02,MANO OBRA ELECTRICAS 2 AYUDANTE-1 OFI,HC,0.4,0.0,45540.0,18216.0,05-10-09
MQ0301,HERRAMIENTA MENOR,GLB,1.0,0.0,1600.0,1600.0,05-10-09
