codigo_recurso,descripcion_recurso,unidad_recurso,cantidad_recurso,desper,vr_unitario,vr_parcial,codigo_analisis
006186,SOPORTE CANASTILLA MANG 1.,UND,1.0,0.0,55000.0,55000.0,41-02-01
MOIS01,MANO OBRA HIDROSANIT.1 AYUDANTE-1 OFI,HC,0.5,0.0,25391.0,12696.0,41-02-01
MOME01,MANO OBRA METALISTERIA 1 AYUDANTE-1 OFI,HC,1.5,0.0,28675.0,43013.0,41-02-01
MQ0301,HERRAMIENTA MENOR,GLB,0.5,0.0,1600.0,800.0,41-02-01
000571,HACHA METAL 4.5 LBS,UND,1.0,0.0,45000.0,45000.0,41-02-02
001240,GABINETE INCENDIO CLAS I,UND,1.0,0.0,200000.0,200000.0,41-02-02
001242,EXTINTOR ABC-10 LB,UND,1.0,0.0,68900.0,68900.0,41-02-02
001351,LLAVE SPANNER DOBLE,UND,1.0,0.0,15000.0,15000.0,41-02-02
001693,MANGUERA 1.1 2 X30 MTS,UND,1.0,0.0,950000.0,950000.0,41-02-02
006185,BOQUILLA POLICARBONATO 1.1,UND,1.0,0.0,35000.0,35000.0,41-02-02
006186,SOPORTE CANASTILLA MANG 1.,UND,1.0,0.0,55000.0,55000.0,41-02-02
MOIS01,MANO OBRA HIDROSANIT.1 AYUDANTE-1 OFI,HC,0.5,0.0,25391.0,12696.0,41-02-02
MOME01,MANO OBRA METALISTERIA 1 AYUDANTE-1 OFI,HC,1.5,0.0,28675.0,43013.0,41-02-02
MQ0301,HERRAMIENTA MENOR,GLB,0.5,0.0,1600.0,800.0,41-02-02
000571,HACHA METAL 4.5 LBS,UND,1.0,0.0,45000.0,45000.0,41-02-03
001242,EXTINTOR ABC-10 LB,UND,1.0,0.0,68900.0,68900.0,41-02-03
001351,LLAVE SPANNER DOBLE,UND,1.0,0.0,15000.0,15000.0,41-02-03
001693,MANGUERA 1.1 2 X30 MTS,UND,1.0,0.0,950000.0,950000.0,41-02-03
006184,VALVULA ANGULAR 1.1 2,UND,1.0,0.0,165000.0,165000.0,41-02-03
006185,BOQUILLA POLICARBONATO 1.1,UND,1.0,0.0,35000.0,35000.0,41-02-03
006186,SOPORTE CANASTILLA MANG 1.,UND,1.0,0.0,55000.0,55000.0,41-02-03
1309,GABINETE INCENDIO CLAS II,UND,1.0,0.0,225000.0,225000.0,41-02-03
MOIS01,MANO OBRA HIDROSANIT.1 AYUDANTE-1 OFI,HC,0.5,0.0,25391.0,12696.0,41-02-03
MOME01,MANO OBRA METALISTERIA 1 AYUDANTE-1 OFI,HC,1.0,0.0,28675.0,28675.0,41-02-03
MQ0301,HERRAMIENTA MENOR,GLB,0.5,0.0,1600.0,800.0,41-02-03
001650,GABINETE INCENDIO SIN ACC.,UND,1.0,0.0,105000.0,105000.0,41-02-04
MOIS01,MANO OBRA HIDROSANIT.1 AYUDANTE-1 OFI,HC,0.3,0.0,25391.0,7617.0,41-02-04
MOME01,MANO OBRA METALISTERIA 1 AYUDANTE-1 OFI,HC,0.5,0.0,28675.0,14338.0,41-02-04
MQ0301,HERRAMIENTA MENOR,GLB,0.5,0.0,1600.0,800.0,41-02-04
001242,EXTINTOR ABC-10 LB,UND,1.0,0.0,68900.0,68900.0,41-03-01
MOAA01,MANO OBRA ALB.ACABADOS 1 AYUDANTE-1 OFI,HC,0.5,0.0,26886.0,13443.0,41-03-01
MQ0301,HERRAMIENTA MENOR,GLB,0.15,0.0,1600.0,240.0,41-03-01
001243,EXTINTOR BC -10 LB,UND,1.0,0.0,65070.0,65070.0,41-03-02
MOAA01,MANO OBRA ALB.ACABADOS 1 AYUDANTE-1 OFI,HC,0.5,0.0,26886.0,13443.0,41-03-02
MQ0301,HERRAMIENTA MENOR,GLB,0.15,0.0,1600.0,240.0,41-03-02
001241,EXTINTOR CO2-10 LB,UND,1.0,0.0,932500.0,932500.0,41-03-03
MOAA01,MANO OBRA ALB.ACABADOS 1 AYUDANTE-1 OFI,HC,0.5,0.0,26886.0,13443.0,41-03-03
MQ0301,HERRAMIENTA MENOR,GLB,0.15,0.0,1600.0,240.0,41-03-03
MOAA01,MANO OBRA ALB.ACABADOS 1 AYUDANTE-1 OFI,HC,0.5,0.0,26886.0,13443.0,41-03-04
MQ0301,HERRAMIENTA MENOR,GLB,0.15,0.0,1600.0,240.0,41-03-04
001226,SHELADK CREMA SELLANTE,UND,0.05,0.0,8560.0,428.0,41-06-01
001630,MANOMETRO GLICERINA 0-200P,UND,1.0,0.0,55000.0,55000.0,41-06-01
004608,CINTA TEFLON 3-4 10 MTS,UND,0.15,0.0,7900.0,1185.0,41-06-01
MOIS01,MANO OBRA HIDROSANIT.1 AYUDANTE-1 OFI,HC,0.25,0.0,25391.0,6348.0,41-06-01
MQ0301,HERRAMIENTA MENOR,GLB,0.5,0.0,1600.0,800.0,41-06-01
000395,DETECTOR HUMO FOTOELECTRIC,UND,1.0,0.0,274490.0,274490.0,41-07-01
4023,CABLE CU ENCAUCH 2x16,ML,5.0,0.0,1807.0,9035.0,41-07-01
MOIE01,MANO OBRA ELECTRICAS1 AYUDANTE-1 OFI,HC,0.5,0.0,33455.0,16728.0,41-07-01
MQ0301,HERRAMIENTA MENOR,GLB,0.5,0.0,1600.0,800.0,41-07-01
001226,SHELADK CREMA SELLANTE,UND,0.02,0.0,8560.0,171.0,41-08-01
001239,"""TUBO A.CARBON D=1""""""",ML,0.5,0.0,13500.0,6750.0,41-08-01
001442,"""SPLINKLER TIPO K 1/2""""""",UND,1.0,0.0,68440.0,68440.0,41-08-01
002787,DISOLVENTE,GLN,0.001,0.0,45000.0,45.0,41-08-01
003349,ANTICORROSIVO ROJO,GLN,0.02,0.0,43500.0,870.0,41-08-01
004608,CINTA TEFLON 3-4 10 MTS,UND,0.08,0.0,7900.0,632.0,41-08-01
MOIS01,MANO OBRA HIDROSANIT.1 AYUDANTE-1 OFI,HC,0.25,0.0,25391.0,6348.0,41-08-01
MOPI01,MANO OBRA PINTURA1 AYUDANTE-1 OFI,HC,0.15,0.0,25391.0,3809.0,41-08-01
MQ0148,ROSCADORA DE TUBERIA - TORNO,HRS,0.02,0.0,28500.0,570.0,41-08-01
MQ0301,HERRAMIENTA MENOR,GLB,0.15,0.0,1600.0,240.0,41-08-01
000398,"""SPLINKER TIPO K ,1/2""""""",UND,1.0,0.0,68440.0,68440.0,41-08-02
001226,SHELADK CREMA SELLANTE,UND,0.02,0.0,8560.0,171.0,41-08-02
001239,"""TUBO A.CARBON D=1""""""",ML,0.5,0.0,13500.0,6750.0,41-08-02
002787,DISOLVENTE,GLN,0.001,0.0,45000.0,45.0,41-08-02
003349,ANTICORROSIVO ROJO,GLN,0.02,0.0,43500.0,870.0,41-08-02
003843,PIOLA GRUESA,ROL,0.02,0.0,2700.0,54.0,41-08-02
004608,CINTA TEFLON 3-4 10 MTS,UND,0.08,0.0,7900.0,632.0,41-08-02
MOIS01,MANO OBRA HIDROSANIT.1 AYUDANTE-1 OFI,HC,0.25,0.0,25391.0,6348.0,41-08-02
MOPI01,MANO OBRA PINTURA1 AYUDANTE-1 OFI,HC,0.15,0.0,25391.0,3809.0,41-08-02
MQ0148,ROSCADORA DE TUBERIA - TORNO,HRS,0.02,0.0,28500.0,570.0,41-08-02
MQ0301,HERRAMIENTA MENOR,GLB,0.15,0.0,1600.0,240.0,41-08-02
5772,SOPORTE COLGANTE,UND,1.0,0.0,4800.0,4800.0,41-08-02
MOAG01,MANO OBRA ALBANILERIA1 AYUDANTE,HC,1.0,0.0,8949.0,8949.0,41-08-02
MQ0301,HERRAMIENTA MENOR,GLB,1.0,0.0,1600.0,1600.0,41-08-02
6214,SOPORTE TIPO CUELGA 3,UND,1.0,0.0,3500.0,3500.0,41-09-13
MOAG01,MANO OBRA ALBANILERIA1 AYUDANTE,HC,1.0,0.0,8949.0,8949.0,41-09-13
MQ0301,HERRAMIENTA MENOR,GLB,1.0,0.0,1600.0,1600.0,41-09-13
6215,SOPORTE TIPO CUELGA 2,UND,1.0,0.0,2100.0,2100.0,41-09-14
MOAG01,MANO OBRA ALBANILERIA1 AYUDANTE,HC,1.0,0.0,8949.0,8949.0,41-09-14
MQ0301,HERRAMIENTA MENOR,GLB,1.0,0.0,1600.0,1600.0,41-09-14
6216,SOPORTE TIPO CUELGA 1 14,UND,1.0,0.0,2000.0,2000.0,41-09-15
MOAG01,MANO OBRA ALBANILERIA1 AYUDANTE,HC,1.0,0.0,8949.0,8949.0,41-09-15
MQ0301,HERRAMIENTA MENOR,GLB,1.0,0.0,1600.0,1600.0,41-09-15
6218,SOPORTE SISMICO LONGI 3,UND,1.0,0.0,83300.0,83300.0,41-09-17
MODM01,MANO OBRA 2 AYUDANTES-1 OFICIAL,HC,1.0,0.0,27000.0,27000.0,41-09-17
MQ0301,HERRAMIENTA MENOR,GLB,1.0,0.0,1600.0,1600.0,41-09-17
6219,SOPORTE SISMICO LONGI 2,UND,1.0,0.0,83300.0,83300.0,41-09-18
MODM01,MANO OBRA 2 AYUDANTES-1 OFICIAL,HC,1.0,0.0,27000.0,27000.0,41-09-18
MQ0301,HERRAMIENTA MENOR,GLB,1.0,0.0,1600.0,1600.0,41-09-18
6220,SOPORTE SISMICO LONGI 1-14,UND,1.0,0.0,83300.0,83300.0,41-09-19
MOAG11,MANO OBRA ALBANILERIA1 AYUDANTE-1 OFI,HC,1.0,0.0,23896.0,23896.0,41-09-19
MQ0301,HERRAMIENTA MENOR,GLB,1.0,0.0,1600.0,1600.0,41-09-19
6222,SOPORTE SISMICO LATERAL 3,UND,1.0,0.0,88100.0,88100.0,41-09-21
MODM01,MANO OBRA 2 AYUDANTES-1 OFICIAL,HC,1.0,0.0,27000.0,27000.0,41-09-21
MQ0301,HERRAMIENTA MENOR,GLB,1.0,0.0,1600.0,1600.0,41-09-21
6223,SOPORTE SISMICO LATERAL 2,UND,1.0,0.0,88100.0,88100.0,41-09-22
MODM01,MANO OBRA 2 AYUDANTES-1 OFICIAL,HC,1.0,0.0,27000.0,27000.0,41-09-22
MQ0301,HERRAMIENTA MENOR,GLB,1.0,0.0,1600.0,1600.0,41-09-22
6224,SOPORTE SISMICO LATER 1-14,UND,1.0,0.0,88100.0,88100.0,41-09-23
MOAG11,MANO OBRA ALBANILERIA 1 AYUDANTE-1 OFI,HC,1.0,0.0,23896.0,23896.0,41-09-23
MODM01,MANO OBRA 2 AYUDANTES-1 OFICIAL,HC,1.0,0.0,27000.0,27000.0,41-09-23
MQ0301,HERRAMIENTA MENOR,GLB,1.0,0.0,1600.0,1600.0,41-09-23
002350,SIAMESA 4X2 12X2 12,UND,1.0,0.0,952000.0,952000.0,41-10-01
MOIS01,MANO OBRA HIDROSANIT.1 AYUDANTE-1 OFI,HC,1.5,0.0,25391.0,38087.0,41-10-01
MQ0301,HERRAMIENTA MENOR,GLB,1.5,0.0,1600.0,2400.0,41-10-01
001302,TEE AC 1X 1,UND,1.0,0.0,9850.0,9850.0,41-11-01
002787,DISOLVENTE,GLN,0.025,0.0,45000.0,1125.0,41-11-01
003246,WAIPE,KLS,0.15,0.0,6623.0,993.0,41-11-01
003349,ANTICORROSIVO ROJO,GLN,0.04,0.0,43500.0,1740.0,41-11-01
MOIS01,MANO OBRA HIDROSANIT.1 AYUDANTE-1 OFI,HC,0.85,0.0,25391.0,21582.0,41-11-01
MOPI01,MANO OBRA PINTURA1 AYUDANTE-1 OFI,HC,0.15,0.0,25391.0,3809.0,41-11-01
MQ0301,HERRAMIENTA MENOR,GLB,0.4,0.0,1600.0,640.0,41-11-01
001301,TEE AC 1 CUARTO,UND,1.0,0.0,11600.0,11600.0,41-11-02
003246,WAIPE,KLS,0.15,0.0,6623.0,993.0,41-11-02
003349,ANTICORROSIVO ROJO,GLN,0.035,0.0,43500.0,1523.0,41-11-02
MOIS01,MANO OBRA HIDROSANIT.1 AYUDANTE-1 OFI,HC,0.5,0.0,25391.0,12696.0,41-11-02
MOPI01,MANO OBRA PINTURA1 AYUDANTE-1 OFI,HC,0.15,0.0,25391.0,3809.0,41-11-02
MQ0301,HERRAMIENTA MENOR,GLB,0.4,0.0,1600.0,640.0,41-11-02
002787,DISOLVENTE,GLN,0.025,0.0,45000.0,1125.0,41-11-03
003246,WAIPE,KLS,0.15,0.0,6623.0,993.0,41-11-03
1300,"TEE AC 1,1/2 x 1,1/2",UND,1.0,0.0,4408.0,4408.0,41-11-03
MOIS01,MANO OBRA HIDROSANIT.1 AYUDANTE-1 OFI,HC,0.8,0.0,25391.0,20313.0,41-11-03
MQ0301,HERRAMIENTA MENOR,GLB,0.4,0.0,1600.0,640.0,41-11-03
001299,TEE AC 2X 2RANURA,UND,1.0,0.0,19400.0,19400.0,41-11-03
002787,DISOLVENTE,GLN,0.025,0.0,45000.0,1125.0,41-11-03
003246,WAIPE,KLS,0.15,0.0,6623.0,993.0,41-11-03
MOIS01,MANO OBRA HIDROSANIT.1 AYUDANTE-1 OFI,HC,0.8,0.0,25391.0,20313.0,41-11-03
MQ0301,HERRAMIENTA MENOR,GLB,0.4,0.0,1600.0,640.0,41-11-03
001298,"TEE AC 2,1/2 x 2,1/2",UND,1.0,0.0,15776.0,15776.0,41-11-05
002787,DISOLVENTE,GLN,0.025,0.0,45000.0,1125.0,41-11-05
003246,WAIPE,KLS,0.15,0.0,6623.0,993.0,41-11-05
003349,ANTICORROSIVO ROJO,GLN,0.04,0.0,43500.0,1740.0,41-11-05
MOIS01,MANO OBRA HIDROSANIT.1 AYUDANTE-1 OFI,HC,0.8,0.0,25391.0,20313.0,41-11-05
MOPI01,MANO OBRA PINTURA1 AYUDANTE-1 OFI,HC,0.15,0.0,25391.0,3809.0,41-11-05
MQ0301,HERRAMIENTA MENOR,GLB,0.4,0.0,1600.0,640.0,41-11-05
001297,TEE AC 3X 3RANURA,UND,1.0,0.0,35800.0,35800.0,41-11-06
002787,DISOLVENTE,GLN,0.025,0.0,45000.0,1125.0,41-11-06
003246,WAIPE,KLS,0.15,0.0,6623.0,993.0,41-11-06
003349,ANTICORROSIVO ROJO,GLN,0.04,0.0,43500.0,1740.0,41-11-06
MOIS01,MANO OBRA HIDROSANIT.1 AYUDANTE-1 OFI,HC,0.85,0.0,25391.0,21582.0,41-11-06
MOPI01,MANO OBRA PINTURA1 AYUDANTE-1 OFI,HC,0.15,0.0,25391.0,3809.0,41-11-06
MQ0301,HERRAMIENTA MENOR,GLB,0.4,0.0,1600.0,640.0,41-11-06
001581,TEE AC 4X 4[V],UND,1.0,0.0,51900.0,51900.0,41-11-07
002787,DISOLVENTE,GLN,0.025,0.0,45000.0,1125.0,41-11-07
003349,ANTICORROSIVO ROJO,GLN,0.04,0.0,43500.0,1740.0,41-11-07
MOIS01,MANO OBRA HIDROSANIT.1 AYUDANTE-1 OFI,HC,1.0,0.0,25391.0,25391.0,41-11-07
MOPI01,MANO OBRA PINTURA1 AYUDANTE-1 OFI,HC,0.15,0.0,25391.0,3809.0,41-11-07
MQ0301,HERRAMIENTA MENOR,GLB,0.3,0.0,1600.0,480.0,41-11-07
MQ0601,ANDAMIO METALICO TUBULAR,U/D,0.3,0.0,1100.0,330.0,41-11-07
001582,TEE AC 6x 6[V],UND,1.0,0.0,235700.0,235700.0,41-11-08
002787,DISOLVENTE,GLN,0.03,0.0,45000.0,1350.0,41-11-08
003349,ANTICORROSIVO ROJO,GLN,0.06,0.0,43500.0,2610.0,41-11-08
MOIS01,MANO OBRA HIDROSANIT.1 AYUDANTE-1 OFI,HC,1.0,0.0,25391.0,25391.0,41-11-08
MOPI01,MANO OBRA PINTURA1 AYUDANTE-1 OFI,HC,0.15,0.0,25391.0,3809.0,41-11-08
MQ0301,HERRAMIENTA MENOR,GLB,0.3,0.0,1600.0,480.0,41-11-08
001226,SHELADK CREMA SELLANTE,UND,0.4,0.0,8560.0,3424.0,41-14-01
003246,WAIPE,KLS,0.1,0.0,6623.0,662.0,41-14-01
003349,ANTICORROSIVO ROJO,GLN,0.08,0.0,43500.0,3480.0,41-14-01
004066,LIMPIADOR PVC 760-G 1/4 GL,UND,0.002,0.0,43200.0,86.0,41-14-01
6225,REDUCC HD UM 1-14 X 1,UND,1.0,0.0,8700.0,8700.0,41-14-01
MOIS01,MANO OBRA HIDROSANIT.1 AYUDANTE-1 OFI,HC,0.02,0.0,25391.0,508.0,41-14-01
MOPI01,MANO OBRA PINTURA1 AYUDANTE-1 OFI,HC,0.15,0.0,25391.0,3809.0,41-14-01
MQ0301,HERRAMIENTA MENOR,GLB,0.03,0.0,1600.0,48.0,41-14-01
001226,SHELADK CREMA SELLANTE,UND,0.4,0.0,8560.0,3424.0,41-14-02
002787,DISOLVENTE,GLN,0.04,0.0,45000.0,1800.0,41-14-02
003246,WAIPE,KLS,0.1,0.0,6623.0,662.0,41-14-02
003349,ANTICORROSIVO ROJO,GLN,0.08,0.0,43500.0,3480.0,41-14-02
004066,LIMPIADOR PVC 760-G 1/4 GL,UND,0.002,0.0,43200.0,86.0,41-14-02
6226,REDUCC HD UM 2 X 1-14,UND,1.0,0.0,9400.0,9400.0,41-14-02
MOIS01,MANO OBRA HIDROSANIT.1 AYUDANTE-1 OFI,HC,0.02,0.0,25391.0,508.0,41-14-02
MOPI01,MANO OBRA PINTURA1 AYUDANTE-1 OFI,HC,0.15,0.0,25391.0,3809.0,41-14-02
MQ0301,HERRAMIENTA MENOR,GLB,0.03,0.0,1600.0,48.0,41-14-02
001226,SHELADK CREMA SELLANTE,UND,0.4,0.0,8560.0,3424.0,41-14-03
002787,DISOLVENTE,GLN,0.04,0.0,45000.0,1800.0,41-14-03
003246,WAIPE,KLS,0.1,0.0,6623.0,662.0,41-14-03
003349,ANTICORROSIVO ROJO,GLN,0.08,0.0,43500.0,3480.0,41-14-03
004066,LIMPIADOR PVC 760-G 1/4 GL,UND,0.002,0.0,43200.0,86.0,41-14-03
6227,REDUCC HD UM 3 X 1-14,UND,1.0,0.0,21900.0,21900.0,41-14-03
MOIS01,MANO OBRA HIDROSANIT.1 AYUDANTE-1 OFI,HC,0.02,0.0,25391.0,508.0,41-14-03
MOPI01,MANO OBRA PINTURA1 AYUDANTE-1 OFI,HC,0.15,0.0,25391.0,3809.0,41-14-03
MQ0301,HERRAMIENTA MENOR,GLB,0.03,0.0,1600.0,48.0,41-14-03
001226,SHELADK CREMA SELLANTE,UND,0.4,0.0,8560.0,3424.0,41-14-04
002787,DISOLVENTE,GLN,0.04,0.0,45000.0,1800.0,41-14-04
003246,WAIPE,KLS,0.1,0.0,6623.0,662.0,41-14-04
003349,ANTICORROSIVO ROJO,GLN,0.08,0.0,43500.0,3480.0,41-14-04
004066,LIMPIADOR PVC 760-G 1/4 GL,UND,0.002,0.0,43200.0,86.0,41-14-04
6228,REDUCC HD UM 3 X 2,UND,1.0,0.0,9400.0,9400.0,41-14-04
MOIS01,MANO OBRA HIDROSANIT.1 AYUDANTE-1 OFI,HC,0.02,0.0,25391.0,508.0,41-14-04
MOPI01,MANO OBRA PINTURA1 AYUDANTE-1 OFI,HC,0.15,0.0,25391.0,3809.0,41-14-04
MQ0301,HERRAMIENTA MENOR,GLB,0.03,0.0,1600.0,48.0,41-14-04
006188,UNION RIGI RANURADA 1,UND,1.0,0.0,10500.0,10500.0,41-16-01
MOIS01,MANO OBRA HIDROSANIT.1 AYUDANTE-1 OFI,HC,0.1,0.0,25391.0,2539.0,41-16-01
MQ0301,HERRAMIENTA MENOR,GLB,0.5,0.0,1600.0,800.0,41-16-01
006189,UNION RIGI RANURADA 1.1 4,UND,1.0,0.0,11000.0,11000.0,41-16-02
MOIS01,MANO OBRA HIDROSANIT.1 AYUDANTE-1 OFI,HC,0.15,0.0,25391.0,3809.0,41-16-02
MQ0301,HERRAMIENTA MENOR,GLB,0.6,0.0,1600.0,960.0,41-16-02
006190,UNION RIGI RANURADA 1.1 2,UND,1.0,0.0,11500.0,11500.0,41-16-03
MOIS01,MANO OBRA HIDROSANIT.1 AYUDANTE-1 OFI,HC,0.17,0.0,25391.0,4316.0,41-16-03
MQ0301,HERRAMIENTA MENOR,GLB,0.7,0.0,1600.0,1120.0,41-16-03
006191,UNION RIGI RANURADA 2,UND,1.0,0.0,12500.0,12500.0,41-16-04
MOIS01,MANO OBRA HIDROSANIT.1 AYUDANTE-1 OFI,HC,0.2,0.0,25391.0,5078.0,41-16-04
MQ0301,HERRAMIENTA MENOR,GLB,1.0,0.0,1600.0,1600.0,41-16-04
006192,UNION RIGI RANURADA 2.1 2,UND,1.0,0.0,16000.0,16000.0,41-16-05
MOIS01,MANO OBRA HIDROSANIT.1 AYUDANTE-1 OFI,HC,0.25,0.0,25391.0,6348.0,41-16-05
MQ0301,HERRAMIENTA MENOR,GLB,1.1,0.0,1600.0,1760.0,41-16-05
006193,UNION RIGI RANURADA 3,UND,1.0,0.0,16000.0,16000.0,41-16-06
MOIS01,MANO OBRA HIDROSANIT.1 AYUDANTE-1 OFI,HC,0.3,0.0,25391.0,7617.0,41-16-06
MQ0301,HERRAMIENTA MENOR,GLB,1.3,0.0,1600.0,2080.0,41-16-06
006194,UNION RIGI RANURADA 4,UND,1.0,0.0,20500.0,20500.0,41-16-07
MOIS01,MANO OBRA HIDROSANIT.1 AYUDANTE-1 OFI,HC,0.4,0.0,25391.0,10156.0,41-16-07
MQ0301,HERRAMIENTA MENOR,GLB,1.4,0.0,1600.0,2240.0,41-16-07
006195,UNION RIGI RANURADA 6,UND,1.0,0.0,38000.0,38000.0,41-16-08
MOIS01,MANO OBRA HIDROSANIT.1 AYUDANTE-1 OFI,HC,0.6,0.0,25391.0,15235.0,41-16-08
MQ0301,HERRAMIENTA MENOR,GLB,1.6,0.0,1600.0,2560.0,41-16-08
006196,UNION RIGI RANURADA 8,UND,1.0,0.0,68000.0,68000.0,41-16-09
MOIS01,MANO OBRA HIDROSANIT.1 AYUDANTE-1 OFI,HC,0.8,0.0,25391.0,20313.0,41-16-09
MQ0301,HERRAMIENTA MENOR,GLB,1.8,0.0,1600.0,2880.0,41-16-09
006197,UNION RIGI RANURADA 10,UND,1.0,0.0,132000.0,132000.0,41-16-10
MOIS01,MANO OBRA HIDROSANIT.1 AYUDANTE-1 OFI,HC,1.0,0.0,25391.0,25391.0,41-16-10
MQ0301,HERRAMIENTA MENOR,GLB,2.0,0.0,1600.0,3200.0,41-16-10
006198,UNION RIGI RANURADA 12,UND,1.0,0.0,215000.0,215000.0,41-16-11
MOIS01,MANO OBRA HIDROSANIT.1 AYUDANTE-1 OFI,HC,1.2,0.0,25391.0,30469.0,41-16-11
MQ0301,HERRAMIENTA MENOR,GLB,2.2,0.0,1600.0,3520.0,41-16-11
002787,DISOLVENTE,GLN,0.025,0.0,45000.0,1125.0,41-19-01
003246,WAIPE,KLS,0.15,0.0,6623.0,993.0,41-19-01
003349,ANTICORROSIVO ROJO,GLN,0.04,0.0,43500.0,1740.0,41-19-01
3143,CHEQUE HORIZONTAL UL FM 4,UND,1.0,0.0,352400.0,352400.0,41-19-01
MOIS01,MANO OBRA HIDROSANIT.1 AYUDANTE-1 OFI,HC,0.85,0.0,25391.0,21582.0,41-19-01
MOPI01,MANO OBRA PINTURA1 AYUDANTE-1 OFI,HC,0.15,0.0,25391.0,3809.0,41-19-01
MQ0301,HERRAMIENTA MENOR,GLB,0.4,0.0,1600.0,640.0,41-19-01
6213,CODO AC 90 X 2 RA,UND,1.0,0.0,60000.0,60000.0,41-21-04
MOIS01,MANO OBRA HIDROSANIT.1 AYUDANTE-1 OFI,HC,0.5,0.0,25391.0,12696.0,41-21-04
MQ0301,HERRAMIENTA MENOR,GLB,1.0,0.0,1600.0,1600.0,41-21-04
001409,CODO AC 90 X 3RANURADO,UND,1.0,0.0,25000.0,25000.0,41-21-06
002787,DISOLVENTE,GLN,0.03,0.0,45000.0,1350.0,41-21-06
003246,WAIPE,KLS,0.1,0.0,6623.0,662.0,41-21-06
003349,ANTICORROSIVO ROJO,GLN,0.06,0.0,43500.0,2610.0,41-21-06
MOIS01,MANO OBRA HIDROSANIT.1 AYUDANTE-1 OFI,HC,0.5,0.0,25391.0,12696.0,41-21-06
MOPI01,MANO OBRA PINTURA1 AYUDANTE-1 OFI,HC,0.15,0.0,25391.0,3809.0,41-21-06
MQ0301,HERRAMIENTA MENOR,GLB,0.3,0.0,1600.0,480.0,41-21-06
001405,CODO AC 90 X 4RANURAD,UND,1.0,0.0,30000.0,30000.0,41-21-07
002787,DISOLVENTE,GLN,0.04,0.0,45000.0,1800.0,41-21-07
003246,WAIPE,KLS,0.1,0.0,6623.0,662.0,41-21-07
003349,ANTICORROSIVO ROJO,GLN,0.08,0.0,43500.0,3480.0,41-21-07
MOIS01,MANO OBRA HIDROSANIT.1 AYUDANTE-1 OFI,HC,0.5,0.0,25391.0,12696.0,41-21-07
MOPI01,MANO OBRA PINTURA1 AYUDANTE-1 OFI,HC,0.15,0.0,25391.0,3809.0,41-21-07
002787,DISOLVENTE,GLN,0.001,0.0,45000.0,45.0,41-30-01
003246,WAIPE,KLS,0.04,0.0,6623.0,265.0,41-30-01
1631,"""TUBO A.CARBON D= .1/2""""""",ML,1.0,1.0,6850.0,6919.0,41-30-01
MOIS02,MANO OBRA HIDRO1 AYUDANTE - 1 OFI+10 A2,HC,0.12,0.0,35087.0,4210.0,41-30-01
MQ0301,HERRAMIENTA MENOR,GLB,0.15,0.0,1600.0,240.0,41-30-01
001239,"""TUBO A.CARBON D=1""""""",ML,1.0,1.0,13500.0,13635.0,41-30-02
002787,DISOLVENTE,GLN,0.001,0.0,45000.0,45.0,41-30-02
003246,WAIPE,KLS,0.04,0.0,6623.0,265.0,41-30-02
MOIS02,MANO OBRA HIDRO1 AYUDANTE - 1 OFI+10 A2,HC,0.15,0.0,35087.0,5263.0,41-30-02
MQ0301,HERRAMIENTA MENOR,GLB,0.15,0.0,1600.0,240.0,41-30-02
001238,"""TUBO A.CARBON D=1,1/4""""""",ML,1.0,0.0,18200.0,18200.0,41-30-03
002787,DISOLVENTE,GLN,0.001,0.0,45000.0,45.0,41-30-03
003246,WAIPE,KLS,0.04,0.0,6623.0,265.0,41-30-03
MOIS02,MANO OBRA HIDRO1 AYUDANTE - 1 OFI+10 A2,HC,0.16,0.0,35087.0,5614.0,41-30-03
MQ0301,HERRAMIENTA MENOR,GLB,0.15,0.0,1600.0,240.0,41-30-03
001237,"""TUBO A.CARBON D=1,1/2""""""",ML,1.0,1.0,22000.0,22220.0,41-30-04
002787,DISOLVENTE,GLN,0.001,0.0,45000.0,45.0,41-30-04
003246,WAIPE,KLS,0.04,0.0,6623.0,265.0,41-30-04
MOIS02,MANO OBRA HIDRO1 AYUDANTE - 1 OFI+10 A2,HC,0.17,0.0,35087.0,5965.0,41-30-04
MQ0301,HERRAMIENTA MENOR,GLB,0.15,0.0,1600.0,240.0,41-30-04
002787,DISOLVENTE,GLN,0.001,0.0,45000.0,45.0,41-30-05
003246,WAIPE,KLS,0.04,0.0,6623.0,265.0,41-30-05
004762,"""TUBO A.CARBON D=2""""""",ML,1.0,1.0,29000.0,29290.0,41-30-05
MOIS02,MANO OBRA HIDRO1 AYUDANTE - 1 OFI+10 A2,HC,0.18,0.0,35087.0,6316.0,41-30-05
MQ0301,HERRAMIENTA MENOR,GLB,0.15,0.0,1600.0,240.0,41-30-05
001235,"TUBO A.CARBON D=2,1/2",ML,1.0,1.0,97980.0,98960.0,41-30-06
002787,DISOLVENTE,GLN,0.001,0.0,45000.0,45.0,41-30-06
003246,WAIPE,KLS,0.04,0.0,6623.0,265.0,41-30-06
MOIS02,MANO OBRA HIDRO1 AYUDANTE - 1 OFI+10 A2,HC,0.19,0.0,35087.0,6667.0,41-30-06
002787,DISOLVENTE,GLN,0.001,0.0,45000.0,45.0,41-30-07
003246,WAIPE,KLS,0.04,0.0,6623.0,265.0,41-30-07
